superficieEtage1,superficieEtage2,superficieRallonge3Saisons,typeAlleeAcces,nbChambres,typeBatiment,conditionSousSol,expositionSousSol,superficieFinieSousSol1,superficieFinieSousSol2,qualiteSurfaceFinieSousSol1,qualiteSurfaceFinieSousSol2,nbSallesBainSs,nbDemiSallesBainSs,superficieSousSolNonAmenagee,climatisation,proxRoute1,proxRoute2,systElectrique,superficiePorcheFerme,conditionExterieur,qualiteExterieur,materiauExterieur1,materiauExterieur2,cloture,qualiteCheminee,nbCheminees,fondation,nbSallesBain,fonctionnalites,superficieGarage,nbPlacesVoiture,conditionGarage,interieurGarage,qualiteGarage,typeGarage,anneeConstrGarage,superficieHabitableSaufSs,nbDemiSallesBain,chauffage,qualiteChauffage,styleBatiment,id,nbCuisines,qualiteCuisine,contourTerrain,penteTerrain,superficieTerrain,configTerrain,longTerrainRue,formeTerrain,superficieQualiteInferieure,typeClasseBatiment,zonage,superficiePlacageMaconnerie,typePlacageMaconnerie,elementsDivers,valeursElementsDivers,moisVente,quartier,superficiePorcheOuvert,conditionGlobale,qualiteGlobale,alleePavee,superficiePiscine,qualitePiscine,materiauToit,styleToit,conditionVente,prix,typeVente,superficieSolarium,typeRouteAcces,nbPieces,superficieTotaleSousSol,utilites,superficieTerrasseBois,anneeConstruction,anneeRenovation,anneeVente,date_taux_inflation,taux_inflation,changement_annuel_taux_inflation,annee_taux_inflation,date_taux_criminalite,ames_taux_criminalite,iowa_taux_criminalite,etatsunis_taux_criminalite,annee_taux_criminalite,annee_indice_prix_logements,moyenne_indice_prix_logements,Latitude,Longitude,Coordonnées,ancienneteRenovation,ancienneteConstruction,superficieTotale,mois_anneeVente,route_ville,autoroute,proximite_gare,proximite_parc,nbTotalSallesBain,noteGlobale,noteMoyenne,hauteurSs
1500-2000 m2,0 m2,Pas de rallonge 3 saisons,Pas d'accès à l'allée,2,Unifamilial,Condition Ss Bonne,Aucune exposition,< 500 m2,500-1000 m2,Quartiers de vie moyenne,Bonne qualité de vie,0.0,0.0,< 500 m2,Oui,Route ville,Route ville,Boîte à disjoncteurs,201-300 m2,Qualité moyenne,Qualité moyenne,Autre matériau extérieur,Autre matériau extérieur  2,Pas de clôture,Bon,1,Fondation Béton,1,Typique,40-60 m2,2.0,Condition garage bonne,Fini,Typique/Moyenne,Garage Attaché à la maison,1950-1959,150-200 m2,0,Chauffage air pulsé,Excellent,Bat 1 Etage,1153,1,Qualité cusine excellente,Plat,Pente Douce,Entre 1001 et 2000 m2,Terrain intérieur,Entre 21 et 30 m,Irrégulière,0 m2,Classe 1946 et plus recent,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,7,Autre quartier,0,4,3,Pavée,Pas de piscine,Non défini,Bardeau composite,Toit à pignon,"Echange, saisie, vente rapide",211103.3472,Vente Garantie Conventionnelle,Pas de solarium,Pave,6,75-100 m2,"Électricité, Gaz, Eau et Egout",0,1950-1960,2000-2005,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,42.02800106252608,-93.60712917413362,"42.02800106252608, -93.60712917413362",2,50,200-300,7-2006,Oui,Non,Non,Non,1.0,13,6.5,Hauteur sous-sol 2 - 2.2 m
500-1000 m2,0 m2,Pas de rallonge 3 saisons,Pas d'accès à l'allée,2,Unifamilial,Condition Ss Bonne,Exposition moyenne,500-1000 m2,0,Quartiers de vie moyenne,Non fini,0.0,0.0,< 500 m2,Oui,Route ville,Route ville,Boîte à disjoncteurs,1-100 m2,Qualité bonne,Qualité bonne,Bois,Bois,Pas de clôture,Qualité inconnue,0,Fondation Brique,1,Typique,40-60 m2,1.0,Condition garage bonne,Non fini,Typique/Moyenne,Détaché de la maison,2000-2009,75-100 m2,0,Chauffage air pulsé,Excellent,Bat 1 Etage,1154,1,Qualité cusine bonne,Plat,Pente Douce,Entre 501 et 1000 m2,Terrain en coin,Entre 21 et 30 m,Régulière,0 m2,Classe 1945 et plus ancien,Haute et moyenne densité,0,Aucun placage,Non défini,Pas d elements divers,6,Autre quartier,0,4,3,Pavée,Pas de piscine,Non défini,Bardeau composite,Toit à pignon,Vente normale,110599.79712,Vente Garantie Conventionnelle,Pas de solarium,Pave,5,75-100 m2,"Électricité, Gaz, Eau et Egout",0,1925-1950,2005-2010,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,42.00954136946634,-93.55969070172078,"42.00954136946634, -93.55969070172078",1,78,< 200,6-2008,Oui,Non,Non,Non,1.0,14,7.0,Hauteur sous-sol 2 - 2.2 m
500-1000 m2,501-1000 m2,Pas de rallonge 3 saisons,Pas d'accès à l'allée,4,Unifamilial,Condition Ss Bonne,Bonne exposition,< 500 m2,0,Quartiers de vie moyenne,Non fini,0.0,0.0,< 500 m2,Oui,Route ville,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Vinyle,Vinyle,Bonne intimité,Bon,2,Fondation Ciment,1,Typique,40-60 m2,2.0,Condition garage bonne,Non fini,Typique/Moyenne,Garage Attaché à la maison,1960-1969,150-200 m2,2,Chauffage air pulsé,Moyen/Typique,Bat 2 Etages,1155,1,Qualité cusine bonne,Plat,Pente Douce,Entre 1001 et 2000 m2,Terrain intérieur,Entre 21 et 30 m,Irrégulière,0 m2,Classe 1946 et plus recent,Basse densité,200-400 m2,Placage pierre,Non défini,Pas d elements divers,5,North Ames,> 5 m2,3,4,Pavée,Pas de piscine,Non défini,Bardeau composite,Toit à pignon,Vente normale,185220.241152,Vente Garantie Conventionnelle,201-300 m2,Pave,8,75-100 m2,"Électricité, Gaz, Eau et Egout",< 10 m2,1960-1970,1985-1990,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,42.03344461056188,-93.6324105222854,"42.03344461056188, -93.6324105222854",20,43,200-300,5-2008,Oui,Non,Non,Non,2.0,13,6.5,Hauteur sous-sol 2 - 2.2 m
1000-1500 m2,0 m2,Pas de rallonge 3 saisons,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Bonne exposition,1000-1500 m2,0,Quartiers de vie moyenne,Non fini,1.0,0.0,< 500 m2,Oui,Route ville,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité bonne,Qualité bonne,Contreplaqué,Contreplaqué,Pas de clôture,Médiocre,1,Fondation Ciment,1,Typique,40-60 m2,2.0,Condition garage bonne,Pas parfaitement fini,Typique/Moyenne,Garage Attaché à la maison,1970-1979,100-150 m2,0,Chauffage air pulsé,Moyen/Typique,Bat 1 Etage,1156,1,Qualité cusine bonne,Plat,Pente Douce,Entre 1001 et 2000 m2,Terrain en coin,Entre 21 et 30 m,Irrégulière,0 m2,Classe 1946 et plus recent,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,7,Autre quartier,< 5 m2,4,3,Pavée,Pas de piscine,Non défini,Bardeau composite,Toit à pignon,Vente normale,200089.25952,Vente Garantie Conventionnelle,101-200 m2,Pave,6,100-150 m2,"Électricité, Gaz, Eau et Egout",0,1970-1980,2000-2005,2007,2007-12-31,2.8527,-0.37,2007,2007-12-31,387.4317,300.1962,471.7739,2007,2007,167.6625,42.04180709605563,-93.6490898164628,"42.04180709605563, -93.6490898164628",3,31,200-300,7-2007,Oui,Non,Non,Non,3.0,13,6.5,Hauteur sous-sol 2.3 - 2.5 m
1000-1500 m2,0 m2,1-100 m2,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Bonne exposition,500-1000 m2,0,Quartiers de vie moyenne,Non fini,0.0,1.0,500-1000 m2,Oui,Route ville,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité bonne,Qualité moyenne,Autre matériau extérieur,Autre matériau extérieur  2,Intimité minimale,Bon,1,Fondation Béton,1,Typique,40-60 m2,2.0,Condition garage bonne,Pas parfaitement fini,Typique/Moyenne,Garage Attaché à la maison,1960-1969,100-150 m2,0,Chauffage air pulsé,Bon,Bat Divisé,1157,1,Qualité cusine bonne,Plat,Pente Douce,Entre 501 et 1000 m2,Terrain intérieur,Entre 21 et 30 m,Régulière,0 m2,Classe Autre,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,10,North Ames,> 5 m2,4,3,Pavée,Pas de piscine,Non défini,Bardeau composite,Toit à pignon,Vente normale,165119.531136,Vente Garantie Conventionnelle,Pas de solarium,Pave,6,100-150 m2,"Électricité, Gaz, Eau et Egout",0,1960-1970,1995-2000,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,42.03344461056188,-93.6324105222854,"42.03344461056188, -93.6324105222854",9,43,200-300,10-2008,Oui,Non,Non,Non,2.5,13,6.5,Hauteur sous-sol 2 - 2.2 m
1000-1500 m2,0 m2,Pas de rallonge 3 saisons,Pas d'accès à l'allée,2,Autre Type Batiment,Condition Ss Bonne,Aucune exposition,500-1000 m2,0,Bonne qualité de vie,Non fini,1.0,0.0,< 500 m2,Oui,Route ville,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité bonne,Vinyle,Vinyle,Pas de clôture,Bon,1,Fondation Béton,1,Typique,40-60 m2,2.0,Condition garage bonne,Pas parfaitement fini,Typique/Moyenne,Garage Attaché à la maison,2000-2009,100-150 m2,0,Chauffage air pulsé,Excellent,Bat 1 Etage,1158,1,Qualité cusine bonne,Plat,Pente Douce,Entre 201 et 500 m2,Terrain intérieur,Entre 11 et 20 m,Irrégulière,0 m2,Classe 1946 et plus recent,Basse densité,< 200 m2,Placage pierre,Non défini,Pas d elements divers,7,Northridge Heights,> 5 m2,3,4,Pavée,Pas de piscine,Non défini,Bardeau composite,Toit à pignon,Vente normale,211103.3472,Vente Garantie Conventionnelle,Pas de solarium,Pave,6,100-150 m2,"Électricité, Gaz, Eau et Egout",10-20 m2,2005 et plus,2005-2010,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,42.059828930297805,-93.6496322354948,"42.059828930297805, -93.64963223549479",1,2,200-300,7-2009,Oui,Non,Non,Non,3.0,12,6.0,Hauteur sous-sol 2.3 - 2.5 m
1500-2000 m2,0 m2,Pas de rallonge 3 saisons,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Aucune exposition,0,0,Non fini,Non fini,0.0,0.0,1500-2336 m2,Oui,Autoroute,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité bonne,Vinyle,Vinyle,Pas de clôture,Qualité inconnue,0,Fondation Béton,1,Typique,60-80 m2,3.0,Condition garage bonne,Pas parfaitement fini,Typique/Moyenne,Garage Attaché à la maison,2000-2009,100-150 m2,0,Chauffage air pulsé,Excellent,Bat 1 Etage,1159,1,Qualité cusine bonne,Plat,Pente Douce,Entre 1001 et 2000 m2,Terrain avec façade sur plusieurs côtés,Entre 21 et 30 m,Régulière,0 m2,Classe 1946 et plus recent,Basse densité,< 200 m2,Placage pierre,Non défini,Pas d elements divers,6,Somerset,< 5 m2,3,4,Pavée,Pas de piscine,Non défini,Bardeau composite,Toit à pignon,Maison pas terminée,215810.03400192,Type Vente Autre,Pas de solarium,Pave,7,100-150 m2,"Électricité, Gaz, Eau et Egout",0,2005 et plus,2005-2010,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,42.05147116800214,-93.64495042989309,"42.05147116800214, -93.64495042989307",0,1,200-300,6-2008,Oui,Oui,Non,Non,2.0,13,6.5,Hauteur sous-sol 2.3 - 2.5 m
500-1000 m2,501-1000 m2,Pas de rallonge 3 saisons,Pas d'accès à l'allée,4,Unifamilial,Condition Ss Bonne,Aucune exposition,< 500 m2,0,Quartiers de vie moyenne,Non fini,0.0,0.0,< 500 m2,Oui,Route ville,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité bonne,Panneau dur,Panneau dur,Pas de clôture,Moyenne,1,Fondation Ciment,1,Typique,40-60 m2,2.0,Condition garage bonne,Pas parfaitement fini,Bon,Garage Attaché à la maison,1970-1979,150-200 m2,1,Chauffage air pulsé,Moyen/Typique,Bat 2 Etages,1160,1,Qualité cusine bonne,Plat,Pente Douce,Entre 501 et 1000 m2,Terrain intérieur,Entre 21 et 30 m,Régulière,0 m2,Classe 1946 et plus recent,Basse densité,200-400 m2,Placage brique,Non défini,Pas d elements divers,7,Northwest Ames,> 5 m2,3,3,Pavée,Pas de piscine,Non défini,Bardeau composite,Toit pyramidal,Vente normale,169800.5184,Vente Garantie Conventionnelle,Pas de solarium,Pave,8,75-100 m2,"Électricité, Gaz, Eau et Egout",0,1970-1980,1970-1980,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,42.0462744726601,-93.66290853948183,"42.0462744726601, -93.66290853948183",34,34,200-300,7-2008,Oui,Non,Non,Non,2.5,12,6.0,Hauteur sous-sol 2 - 2.2 m
500-1000 m2,501-1000 m2,Pas de rallonge 3 saisons,Pas d'accès à l'allée,3,Autre Type Batiment,Condition Ss Bonne,Aucune exposition,< 500 m2,0,Quartiers de vie moyenne,Non fini,0.0,0.0,500-1000 m2,Oui,Route ville,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Contreplaqué,Autre matériau extérieur  2,Pas de clôture,Moyenne,1,Fondation Ciment,1,Typique,40-60 m2,2.0,Condition garage bonne,Non fini,Typique/Moyenne,Garage Attaché à la maison,1970-1979,100-150 m2,1,Chauffage air pulsé,Mauvais,Bat 2 Etages,1161,1,Qualité cusine bonne,Plat,Pente Douce,Entre 201 et 500 m2,Terrain intérieur,Moins de 10 m,Régulière,0 m2,Classe 1946 et plus recent,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,7,Autre quartier,0,3,3,Pavée,Pas de piscine,Non défini,Bardeau composite,Toit à pignon,Vente normale,134004.73344,Vente Garantie Conventionnelle,Pas de solarium,Pave,7,75-100 m2,"Électricité, Gaz, Eau et Egout",< 10 m2,1970-1980,1970-1980,2010,2010-12-31,1.64,2.0,2010,2010-12-31,306.1383,268.5396,404.5023,2010,2010,166.13,42.02861154422856,-93.64991073180391,"42.02861154422856, -93.64991073180393",32,32,200-300,7-2010,Oui,Non,Non,Non,2.5,11,5.5,Hauteur sous-sol 2.3 - 2.5 m
1500-2000 m2,0 m2,> 201 m2,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Aucune exposition,500-1000 m2,0,Quartiers de vie sous la moyenne,Non fini,1.0,0.0,500-1000 m2,Oui,Proximité parc,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité bonne,Panneau dur,Panneau dur,Pas de clôture,Bon,1,Fondation Ciment,1,Typique,> 80 m2,2.0,Condition garage bonne,Non fini,Typique/Moyenne,Détaché de la maison,1990-1999,150-200 m2,0,Chauffage air pulsé,Excellent,Bat 1 Etage,1162,1,Qualité cusine bonne,Dépression,Pente Douce,Entre 1001 et 2000 m2,Terrain en cul-de-sac,Entre 21 et 30 m,Irrégulière,0 m2,Classe 1946 et plus recent,Basse densité,< 200 m2,Placage brique,Non défini,Pas d elements divers,11,Autre quartier,0,4,3,Pavée,Pas de piscine,Non défini,Bardeau composite,Toit pyramidal,Vente normale,205596.30336,Vente Garantie Conventionnelle,Pas de solarium,Pave,7,100-150 m2,"Électricité, Gaz, Eau et Egout",10-20 m2,1950-1960,2005-2010,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,42.02800106252608,-93.60712917413362,"42.02800106252608, -93.60712917413362",2,54,200-300,11-2008,Oui,Non,Non,Oui,2.0,13,6.5,Hauteur sous-sol 2 - 2.2 m
500-1000 m2,0 m2,Pas de rallonge 3 saisons,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Aucune exposition,< 500 m2,0,Quartiers de vie sous la moyenne,Non fini,0.0,0.0,< 500 m2,Oui,Route ville,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Vinyle,Vinyle,Pas de clôture,Faible,1,Fondation Ciment,1,Typique,40-60 m2,2.0,Condition garage bonne,Fini,Typique/Moyenne,Garage Attaché à la maison,1960-1969,75-100 m2,0,Chauffage air pulsé,Bon,Bat 1 Etage,1163,1,Qualité cusine bonne,Plat,Pente Douce,Entre 501 et 1000 m2,Terrain intérieur,Plus de 31 m,Régulière,0 m2,Classe 1946 et plus recent,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,5,Sawyer,0,3,3,Pavée,Pas de piscine,Non défini,Bardeau composite,Toit à pignon,Vente normale,118401.44256,Vente Garantie Conventionnelle,Pas de solarium,Pave,5,75-100 m2,"Électricité, Gaz, Eau et Egout",0,1960-1970,1960-1970,2007,2007-12-31,2.8527,-0.37,2007,2007-12-31,387.4317,300.1962,471.7739,2007,2007,167.6625,40.69662226615848,-91.35459374622498,"40.69662226615848, -91.35459374622498",39,39,< 200,5-2007,Oui,Non,Non,Non,1.0,10,5.0,Hauteur sous-sol 2.3 - 2.5 m
1000-1500 m2,0 m2,Pas de rallonge 3 saisons,Pas d'accès à l'allée,0,Duplex,Condition Ss Bonne,Exposition moyenne,1000-1500 m2,0,Bonne qualité de vie,Non fini,2.0,0.0,0,Oui,Autoroute,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Contreplaqué,Contreplaqué,Pas de clôture,Qualité inconnue,0,Fondation Ciment,0,Typique,30-40 m2,2.0,Condition garage bonne,Non fini,Faible,Autre type garage,1960-1969,100-150 m2,2,Chauffage air pulsé,Moyen/Typique,Bat Divisé,1164,2,Qualité cusine bonne,Plat,Pente Douce,Entre 1001 et 2000 m2,Terrain intérieur,Entre 11 et 20 m,Régulière,0 m2,Classe Autre,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,1,Sawyer,0,2,2,Pavée,Pas de piscine,Non défini,Bardeau composite,Toit à pignon,Condition Vente Autre,100006.99829376,Vente Garantie Conventionnelle,Pas de solarium,Pave,6,100-150 m2,"Électricité, Gaz, Eau et Egout",10-20 m2,1960-1970,1960-1970,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,40.69662226615848,-91.35459374622498,"40.69662226615848, -91.35459374622498",39,39,200-300,1-2008,Oui,Oui,Non,Non,3.0,8,4.0,Hauteur sous-sol 2.3 - 2.5 m
1000-1500 m2,0 m2,Pas de rallonge 3 saisons,Pas d'accès à l'allée,2,Unifamilial,Condition Ss Bonne,Bonne exposition,500-1000 m2,< 500 m2,Quartiers de vie moyenne,Salle de récréation moyenne,1.0,0.0,< 500 m2,Oui,Autoroute,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Contreplaqué,Contreplaqué,Pas de clôture,Moyenne,1,Fondation Béton,1,Typique,40-60 m2,2.0,Condition garage bonne,Non fini,Typique/Moyenne,Garage Attaché à la maison,1970-1979,100-150 m2,1,Chauffage air pulsé,Excellent,Bat Divisé,1165,1,Qualité cusine bonne,Plat,Pente Douce,Entre 1001 et 2000 m2,Terrain avec façade sur plusieurs côtés,Entre 21 et 30 m,Irrégulière,0 m2,Classe Autre,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,6,Autre quartier,> 5 m2,4,3,Pavée,Pas de piscine,Non défini,Bardeau composite,Toit à pignon,Vente normale,178061.08416,Vente Garantie Conventionnelle,Pas de solarium,Pave,5,100-150 m2,"Électricité, Gaz, Eau et Egout",10-20 m2,1970-1980,1970-1980,2007,2007-12-31,2.8527,-0.37,2007,2007-12-31,387.4317,300.1962,471.7739,2007,2007,167.6625,42.04180709605563,-93.6490898164628,"42.04180709605563, -93.6490898164628",29,29,200-300,6-2007,Oui,Oui,Non,Non,2.5,12,6.0,Hauteur sous-sol 2.3 - 2.5 m
1500-2000 m2,0 m2,Pas de rallonge 3 saisons,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Aucune exposition,0,0,Non fini,Non fini,0.0,0.0,1500-2336 m2,Oui,Route ville,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité bonne,Vinyle,Vinyle,Pas de clôture,Qualité inconnue,0,Fondation Béton,1,Typique,40-60 m2,2.0,Condition garage bonne,Pas parfaitement fini,Typique/Moyenne,Garage Attaché à la maison,2000-2009,100-150 m2,0,Chauffage air pulsé,Excellent,Bat 1 Etage,1166,1,Qualité cusine bonne,Plat,Pente Douce,Entre 501 et 1000 m2,Terrain intérieur,Entre 21 et 30 m,Irrégulière,0 m2,Classe 1946 et plus recent,Basse densité,200-400 m2,Placage pierre,Non défini,Pas d elements divers,9,Northridge Heights,> 5 m2,3,4,Pavée,Pas de piscine,Non défini,Bardeau composite,Toit à pignon,Maison pas terminée,214012.9020288,Vente Nouvelle construction,Pas de solarium,Pave,7,100-150 m2,"Électricité, Gaz, Eau et Egout",0,2005 et plus,2005-2010,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,42.059828930297805,-93.6496322354948,"42.059828930297805, -93.64963223549479",0,0,200-300,9-2009,Oui,Non,Non,Non,2.0,12,6.0,Hauteur sous-sol 2.3 - 2.5 m
1500-2000 m2,0 m2,Pas de rallonge 3 saisons,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Exposition moyenne,0,0,Non fini,Non fini,0.0,0.0,1500-2336 m2,Oui,Route ville,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité bonne,Vinyle,Vinyle,Pas de clôture,Qualité inconnue,0,Fondation Béton,1,Typique,60-80 m2,3.0,Condition garage bonne,Pas parfaitement fini,Typique/Moyenne,Garage Attaché à la maison,2000-2009,150-200 m2,0,Chauffage air pulsé,Excellent,Bat 1 Etage,1167,1,Qualité cusine bonne,Plat,Pente Douce,Entre 501 et 1000 m2,Terrain en coin,Entre 11 et 20 m,Irrégulière,0 m2,Classe 1946 et plus recent,Basse densité,< 200 m2,Placage pierre,Non défini,Pas d elements divers,2,College Creek,< 5 m2,3,4,Pavée,Pas de piscine,Non défini,Bardeau composite,Toit à pignon,Vente normale,225192.201024,Vente Garantie Conventionnelle,Pas de solarium,Pave,7,> 150 m2,"Électricité, Gaz, Eau et Egout",10-20 m2,2005 et plus,2005-2010,2010,2010-12-31,1.64,2.0,2010,2010-12-31,306.1383,268.5396,404.5023,2010,2010,166.13,42.022234536585565,-93.6517065649376,"42.022234536585565, -93.6517065649376",2,2,300-400,2-2010,Oui,Non,Non,Non,2.0,13,6.5,Hauteur sous-sol 2.3 - 2.5 m
500-1000 m2,501-1000 m2,Pas de rallonge 3 saisons,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Aucune exposition,500-1000 m2,0,Bonne qualité de vie,Non fini,1.0,0.0,< 500 m2,Oui,Priximité gare,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Vinyle,Vinyle,Pas de clôture,Moyenne,1,Fondation Béton,1,Typique,40-60 m2,2.0,Condition garage bonne,Fini,Typique/Moyenne,Garage Attaché à la maison,2000-2009,150-200 m2,1,Chauffage air pulsé,Excellent,Bat 2 Etages,1168,1,Qualité cusine bonne,Plat,Pente Douce,Entre 1001 et 2000 m2,Terrain intérieur,Entre 11 et 20 m,Irrégulière,0 m2,Classe 1946 et plus recent,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,2,Gilbert,< 5 m2,3,3,Pavée,Pas de piscine,Non défini,Bardeau composite,Toit à pignon,Vente normale,158786.43072,Vente Garantie Conventionnelle,Pas de solarium,Pave,7,75-100 m2,"Électricité, Gaz, Eau et Egout",0,2000-2005,2000-2005,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,42.10673828802636,-93.64970782361708,"42.10673828802636, -93.64970782361709",6,6,200-300,2-2006,Oui,Non,Oui,Non,3.5,11,5.5,Hauteur sous-sol 2.3 - 2.5 m
1000-1500 m2,501-1000 m2,Pas de rallonge 3 saisons,Pas d'accès à l'allée,4,Unifamilial,Condition Ss Bonne,Aucune exposition,500-1000 m2,0,Salle de récréation moyenne,Non fini,0.0,0.0,500-1000 m2,Oui,Route ville,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Autre matériau extérieur,Autre matériau extérieur  2,Pas de clôture,Moyenne,2,Fondation Ciment,1,Typique,40-60 m2,2.0,Condition garage bonne,Non fini,Typique/Moyenne,Autre type garage,Avant 1950,150-200 m2,0,Chauffage air pulsé,Excellent,Bat 2 Etages,1169,1,Qualité cusine bonne,Plat,Pente Douce,Entre 1001 et 2000 m2,Terrain en coin,Plus de 31 m,Régulière,0 m2,Classe 1945 et plus ancien,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,7,Edwards,0,4,3,Pavée,Pas de piscine,Non défini,Bardeau composite,Toit pyramidal,Vente normale,215692.5504,Vente Garantie Conventionnelle,1-100 m2,Pave,7,100-150 m2,"Électricité, Gaz, Eau et Egout",0,1925-1950,1985-1990,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,41.05817196135305,-92.42061613737812,"41.05817196135305, -92.42061613737812",22,73,200-300,7-2008,Oui,Non,Non,Non,2.0,13,6.5,Hauteur sous-sol 2 - 2.2 m
1000-1500 m2,0 m2,Pas de rallonge 3 saisons,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Exposition moyenne,500-1000 m2,0,Quartiers de vie moyenne,Non fini,1.0,0.0,500-1000 m2,Oui,Route ville,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Contreplaqué,Contreplaqué,Bonne intimité,Faible,1,Fondation Ciment,1,Typique,30-40 m2,1.0,Condition garage bonne,Fini,Typique/Moyenne,Garage Attaché à la maison,1970-1979,100-150 m2,0,Chauffage air pulsé,Moyen/Typique,Bat Divisé,1171,1,Qualité cusine bonne,Plat,Pente Douce,Entre 501 et 1000 m2,Terrain intérieur,Entre 21 et 30 m,Régulière,0 m2,Classe Autre,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,7,Autre quartier,0,3,3,Pavée,401-600 m2,Bonne,Bardeau composite,Toit à pignon,Vente normale,156950.74944,Vente Garantie Conventionnelle,Pas de solarium,Pave,6,100-150 m2,"Électricité, Gaz, Eau et Egout",10-20 m2,1970-1980,1970-1980,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,43.32034163171231,-92.8722657423409,"43.32034163171231, -92.8722657423409",31,31,200-300,7-2008,Oui,Non,Non,Non,2.0,12,6.0,Hauteur sous-sol 2 - 2.2 m
