superficieEtage1,superficieEtage2,superficieRallonge3Saisons,typeAlleeAcces,nbChambres,typeBatiment,conditionSousSol,expositionSousSol,superficieFinieSousSol1,superficieFinieSousSol2,qualiteSurfaceFinieSousSol1,qualiteSurfaceFinieSousSol2,nbSallesBainSs,nbDemiSallesBainSs,qualiteSousSol,superficieSousSolNonAmenagee,climatisation,proxRoute1,proxRoute2,systElectrique,superficiePorcheFerme,conditionExterieur,qualiteExterieur,materiauExterieur1,materiauExterieur2,cloture,qualiteCheminee,nbCheminees,fondation,nbSallesBain,fonctionnalites,superficieGarage,nbPlacesVoiture,conditionGarage,interieurGarage,qualiteGarage,typeGarage,anneeConstrGarage,superficieHabitableSaufSs,nbDemiSallesBain,chauffage,qualiteChauffage,styleBatiment,id,nbCuisines,qualiteCuisine,contourTerrain,penteTerrain,superficieTerrain,configTerrain,longTerrainRue,formeTerrain,superficieQualiteInferieure,typeClasseBatiment,zonage,superficiePlacageMaconnerie,typePlacageMaconnerie,elementsDivers,valeursElementsDivers,moisVente,quartier,superficiePorcheOuvert,conditionGlobale,qualiteGlobale,alleePavee,superficiePiscine,qualitePiscine,materiauToit,styleToit,conditionVente,prix,typeVente,superficieSolarium,typeRouteAcces,nbPieces,superficieTotaleSousSol,utilites,superficieTerrasseBois,anneeConstruction,anneeRenovation,anneeVente,date_taux_inflation,taux_inflation,changement_annuel_taux_inflation,annee_taux_inflation,date_taux_criminalite,ames_taux_criminalite,iowa_taux_criminalite,etatsunis_taux_criminalite,annee_taux_criminalite,annee_indice_prix_logements,moyenne_indice_prix_logements,Latitude,Longitude,Coordonnées
1222,888,0,No alley access,3,1Fam,TA,No,695.0,0.0,GLQ,Unf,1.0,0.0,Gd,253.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,No Fence,Fa,2,PConc,2,Typ,43.01410752,2.0,TA,RFn,TA,Attchd,1994.0,196.0254144,1,GasA,Ex,2Story,245,1,Gd,Lvl,Gtl,824.9789952000001,Inside,21.03812727272728,IR1,0,60,RL,0.0,None,No Miscellaneous feature,0,5,SawyerW,12.077395200000002,5,7,Y,0,No Pool,CompShg,Gable,Normal,188157.3312,WD,0,Pave,8,88.07208192,AllPub,0.0,1994,2002,2010,2010-12-31,1.64,2.0,2010,2010-12-31,306.1383,268.5396,404.5023,2010,2010,166.13,40.705565728274664,-91.4093598448185,"40.705565728274664, -91.4093598448185"
1872,0,0,No alley access,3,1Fam,TA,Av,929.0,0.0,GLQ,Unf,0.0,1.0,Gd,916.0,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,No Fence,TA,1,CBlock,2,Typ,56.113436160000006,2.0,TA,Fin,TA,Attchd,1988.0,173.91449088000002,0,GasA,Gd,1Story,246,1,TA,Lvl,Gtl,966.191616,Inside,24.384,Reg,0,20,RL,102.0,BrkFace,No Miscellaneous feature,0,6,NWAmes,3.62321856,5,7,Y,0,No Pool,CompShg,Gable,Normal,221658.51456,WD,0,Pave,6,171.4061088,AllPub,18.30189888,1988,1988,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,42.0462744726601,-93.66290853948183,"42.0462744726601, -93.66290853948183"
908,1020,0,Grvl,4,2fmCon,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Fa,1020.0,N,Norm,Norm,FuseP,112,Fa,TA,AsbShng,AsbShng,No Fence,No Fireplace,0,Stone,2,Typ,40.8773376,1.0,Po,Unf,Po,Detchd,1910.0,179.11706112000002,0,GasA,Gd,2Story,247,2,Fa,Lvl,Gtl,849.31959168,Inside,21.0312,Reg,0,190,RM,0.0,None,No Miscellaneous feature,0,4,OldTown,5.574182400000001,8,6,Y,0,No Pool,CompShg,Gable,Normal,125744.16768,WD,0,Pave,9,94.7611008,AllPub,0.0,1910,1950,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,43.31349599143381,-95.14410804264548,"43.31349599143381, -95.14410804264548"
1375,0,0,No alley access,2,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,1367.0,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,BrkFace,No Fence,TA,1,CBlock,1,Typ,41.89927104,2.0,TA,Unf,TA,Attchd,1954.0,127.74168,0,GasA,Ex,1Story,248,1,TA,Lvl,Gtl,1050.7333824,Inside,22.86,Reg,0,20,RL,0.0,None,No Miscellaneous feature,0,6,NAmes,2.7870912000000003,5,6,Y,0,No Pool,CompShg,Hip,Normal,128497.6896,WD,0,Pave,5,126.99845568,AllPub,0.0,1954,1954,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,42.03344461056188,-93.6324105222854,"42.03344461056188, -93.6324105222854"
840,828,0,No alley access,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,840.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,No Fence,No Fireplace,0,PConc,2,Typ,46.45152,2.0,TA,RFn,TA,Attchd,2003.0,154.96227072000002,1,GasA,Ex,2Story,249,1,Gd,Lvl,Gtl,1051.38370368,Inside,21.9456,Reg,0,60,RL,101.0,BrkFace,No Miscellaneous feature,0,9,CollgCr,6.31740672,5,7,Y,0,No Pool,CompShg,Gable,Normal,165211.3152,WD,0,Pave,8,78.0385536,AllPub,13.378037760000002,2003,2003,2007,2007-12-31,2.8527,-0.37,2007,2007-12-31,387.4317,300.1962,471.7739,2007,2007,167.6625,42.022234536585565,-93.6517065649376,"42.022234536585565, -93.6517065649376"
1306,0,0,No alley access,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,728.0,Y,Norm,Norm,SBrkr,0,Po,TA,Wd Sdng,Plywood,GdWo,No Fireplace,0,CBlock,1,Mod,0.0,0.0,No Garage,No Garage,No Garage,No Garage,0.0,121.33137024,0,GasA,Ex,1Story,251,1,Fa,Lvl,Gtl,497.031264,Inside,16.764,IR1,0,30,RL,0.0,None,Shed,450,5,BrkSide,0.0,2,3,Y,0,No Pool,CompShg,Gable,Normal,70214.80896,WD,0,Pave,6,67.63341312,AllPub,24.43349952,1940,1966,2010,2010-12-31,1.64,2.0,2010,2010-12-31,306.1383,268.5396,404.5023,2010,2010,166.13,42.02860525428564,-93.63044987597965,"42.02860525428564, -93.63044987597965"
1625,0,0,No alley access,2,TwnhsE,TA,Gd,1573.0,0.0,GLQ,Unf,1.0,1.0,Gd,0.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,No Fence,Gd,1,PConc,2,Typ,49.98183552,2.0,TA,Fin,TA,Attchd,2006.0,150.96744,0,GasA,Ex,1Story,252,1,Gd,HLS,Mod,441.28944,Inside,13.4112,IR1,0,120,RM,481.0,Stone,No Miscellaneous feature,0,12,Crawfor,0.0,5,8,Y,0,No Pool,CompShg,Hip,Family,215692.5504,WD,153,Pave,5,146.13648192000002,AllPub,11.427073920000002,2006,2007,2007,2007-12-31,2.8527,-0.37,2007,2007-12-31,387.4317,300.1962,471.7739,2007,2007,167.6625,42.02800106252608,-93.60712917413362,"42.02800106252608, -93.60712917413362"
798,842,0,No alley access,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,798.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,No Fence,No Fireplace,0,PConc,2,Typ,48.309580800000006,2.0,TA,RFn,TA,Attchd,2004.0,152.36098560000002,1,GasA,Ex,2Story,253,1,Gd,Lvl,Gtl,777.22683264,Inside,19.812,IR1,0,60,RL,0.0,None,No Miscellaneous feature,0,12,SawyerW,4.1806368,5,6,Y,0,No Pool,CompShg,Gable,Normal,158786.43072,WD,0,Pave,6,74.13662592,AllPub,12.82061952,2004,2004,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,40.705565728274664,-91.4093598448185,"40.705565728274664, -91.4093598448185"
1302,0,0,No alley access,3,1Fam,TA,Gd,270.0,580.0,LwQ,ALQ,0.0,1.0,Gd,452.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,MnPrv,No Fireplace,0,CBlock,2,Min1,28.707039360000003,1.0,TA,RFn,TA,Attchd,1964.0,120.95975808,0,GasA,Ex,SLvl,254,1,Gd,Lvl,Gtl,868.6434240000001,Inside,25.908,Reg,0,80,RL,108.0,BrkFace,No Miscellaneous feature,0,10,NAmes,0.0,7,6,Y,0,No Pool,CompShg,Hip,Normal,145018.82112,CWD,0,Pave,7,120.95975808,AllPub,30.93671232,1964,1991,2007,2007-12-31,2.8527,-0.37,2007,2007-12-31,387.4317,300.1962,471.7739,2007,2007,167.6625,42.03344461056188,-93.6324105222854,"42.03344461056188, -93.6324105222854"
1314,0,0,No alley access,3,1Fam,TA,No,922.0,0.0,Rec,Unf,1.0,0.0,TA,392.0,Y,Norm,Norm,SBrkr,0,Gd,TA,MetalSd,MetalSd,No Fence,No Fireplace,0,CBlock,1,Typ,27.31349376,1.0,TA,RFn,TA,Attchd,1957.0,122.07459456,0,GasA,TA,1Story,255,1,TA,Lvl,Gtl,780.385536,Inside,21.336,Reg,0,20,RL,0.0,None,No Miscellaneous feature,0,6,NAmes,0.0,6,5,Y,0,No Pool,CompShg,Gable,Normal,133086.8928,WD,0,Pave,5,122.07459456,AllPub,23.22576,1957,1957,2010,2010-12-31,1.64,2.0,2010,2010-12-31,306.1383,268.5396,404.5023,2010,2010,166.13,42.03344461056188,-93.6324105222854,"42.03344461056188, -93.6324105222854"
1005,1286,0,No alley access,4,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,975.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,No Fence,TA,1,PConc,2,Typ,39.855404160000006,2.0,TA,Fin,TA,BuiltIn,1999.0,212.84086464,1,GasA,Ex,2Story,256,1,Gd,Lvl,Gtl,811.78676352,Inside,20.1168,IR1,0,60,RL,302.0,BrkFace,No Miscellaneous feature,0,2,Gilbert,0.0,5,7,Y,0,No Pool,CompShg,Gable,Normal,211103.3472,WD,0,Pave,8,90.580464,AllPub,17.837383680000002,1999,1999,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,42.10673828802636,-93.64970782361709,"42.10673828802636, -93.64970782361709"
864,864,0,No alley access,3,1Fam,TA,No,503.0,0.0,Rec,Unf,0.0,0.0,Gd,361.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,No Fence,No Fireplace,0,PConc,2,Typ,62.52374592,2.0,TA,RFn,TA,Attchd,2003.0,160.53645312,1,GasA,Ex,2Story,257,1,Gd,Lvl,Gtl,816.7106246400001,Inside,19.5072,IR1,0,60,FV,0.0,None,No Miscellaneous feature,0,5,Somerst,5.20257024,5,6,Y,0,No Pool,CompShg,Gable,Normal,190451.9328,WD,0,Pave,7,80.26822656,AllPub,20.06705664,2003,2003,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,42.05147116800214,-93.64495042989307,"42.05147116800214, -93.64495042989307"
1604,0,0,No alley access,3,1Fam,TA,No,1334.0,0.0,GLQ,Unf,1.0,0.0,Gd,270.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,No Fence,Gd,1,PConc,2,Typ,61.316006400000006,2.0,TA,RFn,TA,Attchd,2006.0,149.01647616,1,GasA,Ex,1Story,258,1,Gd,Lvl,Gtl,818.84739456,Inside,20.7264,Reg,0,20,RL,180.0,Stone,No Miscellaneous feature,0,3,CollgCr,10.2193344,5,7,Y,0,No Pool,CompShg,Gable,Abnorml,201924.9408,WD,0,Pave,8,149.01647616,AllPub,11.427073920000002,2006,2006,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,42.022234536585565,-93.6517065649376,"42.022234536585565, -93.6517065649376"
963,829,245,No alley access,3,1Fam,TA,No,361.0,0.0,GLQ,Unf,0.0,0.0,Gd,602.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,No Fence,TA,1,PConc,2,Typ,52.397314560000005,2.0,TA,RFn,TA,Attchd,2001.0,166.48224768,1,GasA,Ex,2Story,259,1,Gd,Lvl,Gtl,1155.2493024,Inside,24.384,Reg,0,60,RL,172.0,BrkFace,No Miscellaneous feature,0,5,CollgCr,8.918691840000001,5,7,Y,0,No Pool,CompShg,Gable,Normal,212480.10816,WD,0,Pave,7,89.46562752000001,AllPub,0.0,2001,2001,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,42.022234536585565,-93.6517065649376,"42.022234536585565, -93.6517065649376"
882,0,0,No alley access,2,1Fam,No Basement,No Basement,0.0,0.0,No Basement,No Basement,0.0,0.0,No Basement,0.0,Y,Norm,Norm,FuseA,0,TA,TA,BrkFace,BrkFace,No Fence,No Fireplace,0,PConc,1,Typ,28.614136320000004,1.0,TA,Unf,TA,Detchd,1956.0,81.94048128,0,GasA,Gd,1Story,260,1,TA,Lvl,Gtl,1180.05441408,Inside,21.336,Reg,0,20,RM,0.0,None,No Miscellaneous feature,0,12,OldTown,4.1806368,5,5,Y,0,No Pool,CompShg,Gable,Normal,89030.54208,WD,0,Pave,4,0.0,AllPub,0.0,1956,1956,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,43.31349599143381,-95.14410804264548,"43.31349599143381, -95.14410804264548"
1382,0,0,No alley access,3,1Fam,TA,Gd,672.0,690.0,Rec,ALQ,1.0,0.0,TA,0.0,Y,Artery,Norm,SBrkr,252,TA,TA,Wd Sdng,Wd Sdng,GdWo,TA,1,CBlock,1,Typ,82.12628736,2.0,TA,Unf,TA,Attchd,1991.0,128.39200128000002,0,GasA,TA,SLvl,261,1,TA,Lvl,Gtl,1792.65705984,Corner,36.576,Reg,0,80,RL,399.0,BrkFace,No Miscellaneous feature,0,5,NAmes,0.0,5,6,Y,0,No Pool,CompShg,Gable,Normal,161539.95264,WD,0,Pave,6,126.53394048,AllPub,0.0,1962,1962,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,42.03344461056188,-93.6324105222854,"42.03344461056188, -93.6324105222854"
1482,1092,0,No alley access,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Ex,1482.0,Y,Norm,Norm,SBrkr,0,TA,Gd,CemntBd,CmentBd,No Fence,Gd,1,PConc,2,Typ,80.63983872,3.0,TA,Fin,TA,BuiltIn,2007.0,239.13242496,1,GasA,Ex,2Story,262,1,Ex,Lvl,Gtl,890.75434752,Inside,21.0312,IR1,0,60,RL,270.0,Stone,No Miscellaneous feature,0,11,CollgCr,13.74964992,5,8,Y,0,No Pool,CompShg,Gable,Partial,253324.01664,New,0,Pave,10,137.68230528,AllPub,0.0,2007,2007,2007,2007-12-31,2.8527,-0.37,2007,2007-12-31,387.4317,300.1962,471.7739,2007,2007,167.6625,42.022234536585565,-93.6517065649376,"42.022234536585565, -93.6517065649376"
1212,0,0,No alley access,3,1Fam,Gd,Av,506.0,0.0,ALQ,Unf,1.0,0.0,Gd,0.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,Plywood,GdWo,TA,1,CBlock,1,Typ,45.708295680000006,2.0,TA,Unf,TA,Attchd,1978.0,112.59848448,0,GasA,TA,SLvl,263,1,TA,Lvl,Gtl,786.98165184,Corner,26.8224,IR1,0,80,RL,46.0,BrkFace,No Miscellaneous feature,0,7,Sawyer,1.11483648,7,6,Y,0,No Pool,CompShg,Gable,Normal,138593.93664,WD,0,Pave,6,47.008938240000006,AllPub,27.12768768,1977,1995,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,40.69662226615848,-91.35459374622498,"40.69662226615848, -91.35459374622498"
926,0,0,No alley access,3,1Fam,TA,No,234.0,692.0,LwQ,ALQ,1.0,0.0,TA,0.0,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,No Fence,No Fireplace,0,BrkTil,1,Typ,44.96507136,2.0,TA,Unf,TA,Detchd,1974.0,122.26040064,0,GasA,TA,1.5Fin,264,1,TA,Lvl,Gtl,510.96672,Corner,15.24,Reg,390,50,RM,0.0,None,No Miscellaneous feature,0,4,OldTown,0.0,7,5,Y,0,No Pool,CompShg,Gable,Normal,119319.2832,WD,0,Pave,6,86.02821504,AllPub,0.0,1929,2001,2010,2010-12-31,1.64,2.0,2010,2010-12-31,306.1383,268.5396,404.5023,2010,2010,166.13,43.31349599143381,-95.14410804264548,"43.31349599143381, -95.14410804264548"
764,0,0,Grvl,2,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Fa,680.0,N,Artery,Norm,FuseP,0,TA,TA,Wd Sdng,Wd Sdng,No Fence,No Fireplace,0,BrkTil,1,Typ,46.82313216,2.0,TA,Unf,TA,Detchd,1965.0,70.97792256000001,0,GasA,Gd,1Story,265,1,TA,Bnk,Gtl,486.06870528,Inside,9.144,IR3,0,30,RM,0.0,None,No Miscellaneous feature,0,6,OldTown,0.0,5,5,N,0,No Pool,CompShg,Gable,Normal,67002.36672,WD,0,Pave,4,63.1740672,AllPub,0.0,1925,2004,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,43.31349599143381,-95.14410804264548,"43.31349599143381, -95.14410804264548"
1422,0,0,No alley access,3,1Fam,TA,No,588.0,228.0,GLQ,LwQ,0.0,0.0,Gd,606.0,Y,Norm,Norm,SBrkr,0,Gd,TA,MetalSd,MetalSd,GdPrv,TA,1,CBlock,2,Typ,53.512151040000006,2.0,TA,Fin,TA,Attchd,1981.0,132.10812288,0,GasA,TA,1Story,266,1,Gd,Lvl,Gtl,1123.1977536000002,Inside,23.7744,IR1,0,20,RL,210.0,BrkFace,No Miscellaneous feature,0,6,NWAmes,0.0,6,6,Y,0,No Pool,CompShg,Gable,Normal,161081.03232,WD,0,Pave,7,132.10812288,AllPub,25.64123904,1981,1981,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,42.0462744726601,-93.66290853948183,"42.0462744726601, -93.66290853948183"
802,709,0,No alley access,3,1Fam,TA,Av,714.0,0.0,GLQ,Unf,1.0,0.0,Gd,88.0,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,No Fence,TA,1,PConc,2,Typ,38.36895552,2.0,TA,Fin,TA,Attchd,1997.0,140.37649344000002,1,GasA,Gd,2Story,267,1,TA,HLS,Gtl,1041.16436928,FR2,21.336,IR1,0,60,RL,0.0,None,No Miscellaneous feature,0,6,Gilbert,6.967728,5,6,Y,0,No Pool,CompShg,Gable,Normal,169800.5184,WD,0,Pave,8,74.50823808,AllPub,8.8257888,1997,1997,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,42.10673828802636,-93.64970782361709,"42.10673828802636, -93.64970782361709"
1052,720,0,No alley access,4,1Fam,TA,No,378.0,0.0,LwQ,Unf,0.0,0.0,TA,342.0,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,No Fence,Gd,1,PConc,2,Typ,22.296729600000003,1.0,TA,Unf,TA,Detchd,1939.0,203.64346368,1,GasA,Ex,2.5Fin,268,1,Gd,Bnk,Mod,780.385536,Inside,18.288,Reg,420,75,RL,0.0,None,No Miscellaneous feature,0,7,SWISU,2.2296729600000003,8,5,Y,0,No Pool,CompShg,Gable,Normal,164752.39488,WD,0,Pave,8,66.8901888,AllPub,24.34059648,1939,1997,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,42.026665240967446,-93.64620483976043,"42.026665240967446, -93.64620483976043"
778,0,0,No alley access,2,1Fam,TA,No,403.0,125.0,ALQ,Rec,0.0,0.0,TA,212.0,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,No Fence,Gd,1,CBlock,1,Typ,85.84240896,1.0,Ex,Fin,Ex,Detchd,1966.0,72.27856512000001,0,GasA,Ex,1Story,269,1,TA,Lvl,Gtl,641.030976,Inside,21.6408,Reg,0,30,RM,0.0,None,No Miscellaneous feature,0,2,IDOTRR,2.322576,6,5,Y,0,No Pool,CompShg,Gable,Normal,110599.79712,WD,0,Pave,4,68.74824960000001,AllPub,0.0,1940,1955,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,42.00954136946634,-93.55969070172078,"42.00954136946634, -93.55969070172078"
1113,0,0,No alley access,3,1Fam,Gd,No,751.0,0.0,BLQ,Unf,1.0,0.0,TA,392.0,Y,Norm,Norm,SBrkr,0,Gd,TA,HdBoard,HdBoard,GdPrv,Fa,1,CBlock,1,Typ,46.82313216,1.0,Gd,RFn,TA,Attchd,1987.0,103.40108352,1,GasA,TA,1Story,270,1,TA,Lvl,Gtl,735.5133676800001,Corner,21.03812727272728,IR1,0,20,RL,174.0,BrkFace,No Miscellaneous feature,0,5,Edwards,2.7870912000000003,7,6,Y,0,No Pool,CompShg,Hip,Normal,135840.41472,WD,0,Pave,6,106.18817472,AllPub,34.374124800000004,1976,1976,2007,2007-12-31,2.8527,-0.37,2007,2007-12-31,387.4317,300.1962,471.7739,2007,2007,167.6625,41.05817196135305,-92.42061613737812,"41.05817196135305, -92.42061613737812"
1095,844,0,No alley access,3,1Fam,TA,Mn,0.0,0.0,Unf,Unf,0.0,0.0,Gd,1095.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,No Fence,Gd,1,PConc,2,Typ,97.82690112,3.0,TA,RFn,TA,Attchd,2006.0,180.13899456,1,GasA,Gd,2Story,271,1,Gd,Lvl,Gtl,996.66381312,Inside,25.6032,Reg,0,60,FV,0.0,None,No Miscellaneous feature,0,8,Somerst,4.73805504,5,8,Y,0,No Pool,CompShg,Gable,Partial,244145.61024,New,0,Pave,8,101.7288288,AllPub,17.837383680000002,2006,2006,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,42.05147116800214,-93.64495042989307,"42.05147116800214, -93.64495042989307"
1363,0,0,No alley access,2,1Fam,TA,Gd,226.0,1063.0,LwQ,GLQ,1.0,0.0,Gd,96.0,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Plywood,No Fence,TA,2,CBlock,1,Mod,40.78443456,2.0,TA,Unf,TA,Attchd,1954.0,126.62684352,0,GasA,Ex,1Story,272,1,TA,Low,Sev,3632.88047616,CulDSac,22.250400000000003,IR1,0,20,RL,0.0,None,No Miscellaneous feature,0,4,ClearCr,0.0,7,7,Y,0,No Pool,Membran,Flat,Normal,221658.51456,WD,0,Pave,5,128.67071040000002,AllPub,7.525146240000001,1954,2005,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,42.036000116934304,-93.64852973747072,"42.036000116934304, -93.64852973747072"
1164,1106,0,No alley access,4,1Fam,TA,No,524.0,0.0,GLQ,Unf,0.0,0.0,Gd,628.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,No Fence,Gd,1,PConc,2,Typ,62.33793984,3.0,TA,Fin,TA,Attchd,1999.0,210.8899008,1,GasA,Ex,2Story,273,1,Gd,Lvl,Gtl,1092.91136256,CulDSac,28.041600000000003,IR1,0,60,RL,348.0,BrkFace,No Miscellaneous feature,0,4,NoRidge,5.29547328,7,8,Y,0,No Pool,CompShg,Gable,Normal,266173.7856,WD,0,Pave,9,107.02430208,AllPub,12.26320128,1999,2007,2010,2010-12-31,1.64,2.0,2010,2010-12-31,306.1383,268.5396,404.5023,2010,2010,166.13,42.04793340295536,-93.64802984529771,"42.04793340295536, -93.64802984529771"
1632,0,0,No alley access,3,1Fam,TA,No,620.0,620.0,Rec,LwQ,1.0,0.0,TA,0.0,Y,Feedr,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,MnPrv,Gd,1,CBlock,2,Min1,31.401227520000003,1.0,TA,RFn,TA,Attchd,1958.0,151.61776128,0,GasA,Gd,1Story,274,1,TA,Lvl,Gtl,891.869184,Inside,24.384,Reg,0,20,RL,183.0,BrkCmn,No Miscellaneous feature,0,4,NAmes,0.0,6,6,Y,0,No Pool,CompShg,Hip,Normal,127579.84896,WD,0,Pave,6,115.1997696,AllPub,26.848978560000003,1958,1988,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,42.03344461056188,-93.6324105222854,"42.03344461056188, -93.6324105222854"
816,0,0,No alley access,2,1Fam,TA,Gd,546.0,0.0,ALQ,Unf,0.0,0.0,TA,270.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,ImStucc,No Fence,No Fireplace,0,CBlock,1,Typ,24.52640256,1.0,TA,Unf,TA,Attchd,1982.0,75.80888064,0,GasA,TA,1Story,275,1,TA,Lvl,Gtl,772.39587456,Corner,23.1648,Reg,0,20,RL,0.0,None,No Miscellaneous feature,0,6,Mitchel,0.0,7,5,Y,0,No Pool,CompShg,Gable,Normal,114271.15968,WD,0,Pave,5,75.80888064,AllPub,15.607710720000002,1982,1982,2007,2007-12-31,2.8527,-0.37,2007,2007-12-31,387.4317,300.1962,471.7739,2007,2007,167.6625,43.32034163171231,-92.8722657423409,"43.32034163171231, -92.8722657423409"
952,596,0,No alley access,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,952.0,N,Norm,Norm,SBrkr,0,Gd,Gd,Wd Sdng,Wd Sdng,No Fence,No Fireplace,0,BrkTil,2,Typ,62.43084288000001,2.0,TA,Unf,TA,Detchd,1978.0,143.81390592,1,GasW,Gd,1.5Fin,276,1,Ex,Lvl,Gtl,674.8476825600001,Inside,16.764,Reg,0,50,RL,0.0,None,No Miscellaneous feature,0,10,BrkSide,0.0,7,7,Y,0,No Pool,CompShg,Gable,Normal,188157.3312,WD,144,Pave,5,88.44369408,AllPub,6.874824960000001,1925,2007,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,42.02860525428564,-93.63044987597965,"42.02860525428564, -93.63044987597965"
1560,0,0,No alley access,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Ex,1560.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,No Fence,No Fireplace,0,PConc,2,Typ,53.23344192,2.0,TA,Fin,TA,Attchd,2003.0,144.9287424,0,GasA,Ex,1Story,277,1,Gd,Lvl,Gtl,854.33635584,Inside,39.3192,IR1,0,20,RL,0.0,None,No Miscellaneous feature,0,4,Mitchel,13.935456,5,7,Y,0,No Pool,CompShg,Gable,Normal,184485.96864,WD,0,Pave,7,144.9287424,AllPub,9.290304,2003,2003,2010,2010-12-31,1.64,2.0,2010,2010-12-31,306.1383,268.5396,404.5023,2010,2010,166.13,43.32034163171231,-92.8722657423409,"43.32034163171231, -92.8722657423409"
