superficieEtage1,superficieEtage2,superficieRallonge3Saisons,typeAlleeAcces,nbChambres,typeBatiment,conditionSousSol,expositionSousSol,superficieFinieSousSol1,superficieFinieSousSol2,qualiteSurfaceFinieSousSol1,qualiteSurfaceFinieSousSol2,nbSallesBainSs,nbDemiSallesBainSs,qualiteSousSol,superficieSousSolNonAmenagee,climatisation,proxRoute1,proxRoute2,systElectrique,superficiePorcheFerme,conditionExterieur,qualiteExterieur,materiauExterieur1,materiauExterieur2,cloture,qualiteCheminee,nbCheminees,fondation,nbSallesBain,fonctionnalites,superficieGarage,nbPlacesVoiture,conditionGarage,interieurGarage,qualiteGarage,typeGarage,anneeConstrGarage,superficieHabitableSaufSs,nbDemiSallesBain,chauffage,qualiteChauffage,styleBatiment,id,nbCuisines,qualiteCuisine,contourTerrain,penteTerrain,superficieTerrain,configTerrain,longTerrainRue,formeTerrain,superficieQualiteInferieure,typeClasseBatiment,zonage,superficiePlacageMaconnerie,typePlacageMaconnerie,elementsDivers,valeursElementsDivers,moisVente,quartier,superficiePorcheOuvert,conditionGlobale,qualiteGlobale,alleePavee,superficiePiscine,qualitePiscine,materiauToit,styleToit,conditionVente,prix,typeVente,superficieSolarium,typeRouteAcces,nbPieces,superficieTotaleSousSol,utilites,superficieTerrasseBois,anneeConstruction,anneeRenovation,anneeVente
803,0,0,,2,1Fam,TA,Av,116.0,0.0,BLQ,Unf,0.0,0.0,TA,604.0,N,RRAe,Norm,FuseF,244,TA,TA,MetalSd,MetalSd,,,0,CBlock,1,Typ,33.4450944,2.0,TA,Unf,TA,Detchd,1941.0,74.60114112000001,0,GasA,Po,1.5Unf,326,1,TA,Lvl,Gtl,464.51520000000005,Inside,15.24,Reg,0,45,RM,0.0,None,,0,12,IDOTRR,0.0,6,5,Y,0,,CompShg,Gable,Normal,79852.13567999999,WD,0,Pave,5,66.8901888,AllPub,0.0,1941,1950,2007
1719,0,0,,1,TwnhsE,TA,Gd,1619.0,0.0,GLQ,Unf,2.0,0.0,Gd,100.0,Y,Norm,Norm,SBrkr,0,TA,Gd,BrkFace,BrkFace,,Gd,2,PConc,1,Typ,43.943137920000005,2.0,TA,Fin,TA,Attchd,1993.0,159.70032576,1,GasA,Ex,1Story,327,1,Gd,Lvl,Gtl,1007.62637184,CulDSac,9.7536,IR1,0,120,RL,0.0,None,,0,5,Veenker,2.7870912000000003,5,8,Y,0,,CompShg,Gable,Normal,297380.36736,Con,0,Pave,6,159.70032576,AllPub,11.33417088,1993,1993,2008
1383,0,0,,3,1Fam,TA,No,565.0,0.0,Rec,Unf,0.0,0.0,TA,818.0,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,,,0,CBlock,1,Typ,27.12768768,1.0,TA,RFn,TA,Attchd,1960.0,128.48490432,1,GasA,TA,1Story,328,1,TA,Lvl,Gtl,1077.675264,Inside,24.384,Reg,0,20,RL,175.0,BrkFace,,0,4,NAmes,4.1806368,5,6,Y,0,,CompShg,Hip,Normal,133316.35296,WD,0,Pave,7,128.48490432,AllPub,0.0,1960,1960,2006
1445,689,0,Pave,5,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,844.0,N,PosN,Norm,FuseA,268,TA,TA,Wd Sdng,Wd Shng,,,0,BrkTil,2,Typ,40.97024064,2.0,TA,Unf,TA,Detchd,1930.0,198.25508736,0,GasA,Gd,2.5Unf,329,1,Gd,Bnk,Gtl,1104.4313395200002,Inside,,IR1,0,75,RL,0.0,None,,0,7,BrkSide,5.574182400000001,6,6,Y,0,,CompShg,Gable,Normal,196876.81728,WD,0,Pave,10,78.41016576,AllPub,0.0,1916,1994,2009
596,596,0,,3,1Fam,TA,Mn,0.0,0.0,Unf,Unf,0.0,0.0,TA,596.0,N,Norm,Norm,SBrkr,137,TA,TA,Wd Sdng,Wd Shng,GdWo,,0,PConc,1,Typ,17.55867456,1.0,Fa,Unf,Fa,Detchd,1920.0,110.74042368,0,GasA,TA,2Story,330,1,TA,Lvl,Gtl,594.7652620800001,Corner,18.288,Reg,0,70,RM,0.0,None,,0,7,IDOTRR,0.0,5,5,N,0,,CompShg,Gable,Normal,71591.56992,WD,0,Pave,6,55.37021184,AllPub,0.0,1920,1950,2009
1728,0,0,,6,Duplex,TA,No,40.0,264.0,GLQ,Rec,0.0,1.0,TA,1424.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,,,0,CBlock,2,Typ,32.70187008,1.0,TA,Unf,TA,Detchd,2002.0,160.53645312,0,GasA,TA,1Story,331,2,TA,Lvl,Gtl,987.0018969600001,Inside,,IR1,0,90,RL,84.0,BrkFace,,0,11,NAmes,0.0,4,5,Y,0,,CompShg,Gable,Normal,109223.03616,WD,0,Pave,10,160.53645312,AllPub,14.399971200000001,1964,1964,2007
1056,0,0,,3,1Fam,TA,No,846.0,0.0,Rec,Unf,1.0,0.0,TA,210.0,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,,,0,CBlock,1,Typ,28.614136320000004,1.0,TA,RFn,TA,Attchd,1958.0,98.10561024,0,GasA,Fa,1Story,332,1,TA,Lvl,Gtl,759.57525504,Inside,21.336000000000002,Reg,0,20,RL,0.0,None,,0,8,NAmes,0.0,6,5,Y,0,,CompShg,Gable,Normal,127579.84896,WD,0,Pave,6,98.10561024,AllPub,0.0,1958,1992,2007
1629,0,0,,3,1Fam,TA,No,1124.0,479.0,GLQ,,1.0,0.0,Gd,1603.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,,Gd,1,PConc,2,Typ,81.75467520000001,3.0,TA,RFn,TA,Attchd,2003.0,151.33905216000002,0,GasA,Ex,1Story,333,1,Gd,Lvl,Gtl,989.8818912,Inside,25.908,IR1,0,20,RL,296.0,BrkFace,,0,10,NridgHt,0.0,5,8,Y,0,,CompShg,Gable,Normal,260666.74176,WD,0,Pave,7,297.84714624000003,AllPub,0.0,2003,2004,2009
1358,0,0,,2,TwnhsE,TA,Av,720.0,0.0,GLQ,Unf,1.0,0.0,Gd,638.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,,Gd,1,PConc,2,Typ,44.96507136,2.0,TA,RFn,TA,Attchd,2004.0,126.16232832000001,0,GasA,Ex,1Story,334,1,Gd,Lvl,Gtl,761.61912192,FR3,17.9832,Reg,0,120,RM,146.0,Stone,,0,7,NridgHt,2.7870912000000003,5,7,Y,0,,CompShg,Gable,Normal,189993.01248,WD,0,Pave,6,126.16232832000001,AllPub,17.837383680000002,2004,2004,2008
943,695,0,,3,1Fam,TA,Gd,828.0,0.0,GLQ,Unf,1.0,0.0,Gd,115.0,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,,TA,2,PConc,2,Typ,43.85023488,2.0,TA,Fin,TA,Attchd,1998.0,152.17517952,1,GasA,Gd,2Story,335,1,TA,Lvl,Gtl,840.02928768,Inside,17.9832,IR1,0,60,RL,0.0,None,,0,7,Gilbert,3.5303155200000003,5,6,Y,0,,CompShg,Gable,Normal,176225.40288,WD,0,Pave,7,87.60756672000001,AllPub,9.290304,1998,1998,2008
1619,167,0,,3,2fmCon,TA,Gd,1249.0,147.0,ALQ,BLQ,2.0,0.0,TA,103.0,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Plywood,,Gd,2,CBlock,2,Typ,49.145708160000005,2.0,TA,Fin,TA,Attchd,1965.0,165.92482944000002,0,GasA,Ex,1.5Fin,336,1,TA,HLS,Sev,15297.4145664,Corner,,IR1,0,190,RL,0.0,None,Shed,700,8,Timber,0.0,6,5,Y,0,,CompShg,Gable,Normal,210139.614528,WD,0,Grvl,7,139.26165696,AllPub,62.2450368,1965,1965,2008
1922,0,0,,3,1Fam,TA,Gd,1249.0,0.0,GLQ,Unf,1.0,0.0,Ex,673.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,,Gd,1,PConc,2,Typ,62.802455040000005,3.0,TA,Fin,TA,Attchd,2005.0,178.55964288,0,GasA,Ex,1Story,337,1,Gd,HLS,Gtl,1315.22833728,Corner,26.2128,IR1,0,20,RL,200.0,Stone,,0,7,StoneBr,4.73805504,5,9,Y,0,,CompShg,Hip,Normal,346416.92139264,WD,0,Pave,8,178.55964288,AllPub,16.536741120000002,2005,2006,2007
1536,0,0,,3,1Fam,TA,Av,810.0,0.0,GLQ,Unf,1.0,0.0,Gd,726.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,,,0,PConc,2,Typ,49.42441728,2.0,TA,RFn,TA,Attchd,2002.0,142.69906944000002,0,GasA,Ex,1Story,338,1,Gd,Lvl,Gtl,848.6692704000001,Inside,21.336000000000002,Reg,0,20,RL,113.0,BrkFace,,0,12,CollgCr,6.874824960000001,5,7,Y,0,,CompShg,Gable,Normal,196417.89695999998,WD,0,Pave,7,142.69906944000002,AllPub,17.837383680000002,2002,2003,2008
1621,0,0,,3,1Fam,TA,Mn,213.0,0.0,ALQ,Unf,1.0,0.0,Gd,995.0,Y,Norm,Norm,SBrkr,0,TA,Gd,Wd Sdng,Wd Sdng,,,0,CBlock,2,Typ,40.877337600000004,2.0,TA,RFn,TA,Attchd,1984.0,150.59582784,0,GasA,Ex,1Story,339,1,Gd,Lvl,Gtl,1314.1135008,Corner,27.736800000000002,Reg,0,20,RL,0.0,None,Shed,400,5,NWAmes,4.1806368,7,7,Y,0,,CompShg,Gable,Normal,185862.7296,WD,0,Pave,8,112.22687232000001,AllPub,10.03352832,1984,1998,2006
1215,0,0,,3,1Fam,Fa,No,585.0,0.0,Rec,Unf,0.0,0.0,TA,630.0,Y,Feedr,Norm,FuseA,0,TA,TA,Wd Sdng,Wd Sdng,,,0,CBlock,1,Typ,27.592202880000002,1.0,TA,Unf,TA,Attchd,1958.0,112.87719360000001,0,GasA,TA,1Story,340,1,TA,Lvl,Gtl,1151.9976960000001,Inside,20.1168,IR1,0,20,RL,176.0,BrkFace,,0,6,NAmes,0.0,7,6,Y,0,,CompShg,Hip,Normal,142265.2992,WD,234,Pave,6,112.87719360000001,AllPub,0.0,1958,1998,2009
993,915,0,,4,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,967.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,,,0,PConc,2,Typ,40.041210240000005,2.0,TA,Fin,TA,Attchd,2002.0,177.25900032,1,GasA,Ex,2Story,341,1,Gd,Lvl,Gtl,1318.3870406400001,Inside,25.908,Reg,0,60,RL,0.0,None,,0,4,Timber,0.0,5,8,Y,0,,CompShg,Gable,Normal,186229.865856,WD,0,Pave,9,89.83723968000001,AllPub,12.5419104,2002,2002,2010
841,0,0,,2,1Fam,Fa,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,721.0,Y,Feedr,Norm,SBrkr,24,Fa,Fa,Wd Sdng,AsbShng,,,0,CBlock,1,Typ,27.31349376,1.0,TA,Unf,TA,CarPort,1950.0,78.13145664000001,0,GasA,Gd,1Story,342,1,TA,Lvl,Gtl,780.385536,Inside,18.288,Reg,0,20,RH,0.0,None,,0,9,SawyerW,0.0,4,4,N,0,,CompShg,Gable,Normal,75262.93248,WD,0,Pave,4,66.98309184,AllPub,23.22576,1950,1950,2009
1040,0,0,,2,Duplex,,,0.0,0.0,,,0.0,0.0,,0.0,N,Norm,Norm,FuseA,0,TA,TA,Stucco,Stucco,,,0,Slab,2,Typ,37.161216,2.0,TA,Unf,TA,Detchd,1949.0,96.61916160000001,0,Wall,Fa,1Story,343,2,TA,Lvl,Gtl,793.7635737600001,Inside,,Reg,0,90,RL,340.0,BrkFace,,0,5,NAmes,0.0,4,3,Y,0,,CompShg,Gable,Normal,80311.056,WD,0,Pave,6,0.0,AllPub,0.0,1949,1950,2006
1684,0,0,,2,TwnhsE,TA,No,28.0,0.0,GLQ,Unf,0.0,0.0,Ex,1656.0,Y,Norm,Norm,SBrkr,0,TA,Ex,MetalSd,MetalSd,,Ex,1,PConc,2,Typ,52.397314560000005,2.0,TA,RFn,TA,Attchd,2005.0,156.44871936,0,GasA,Ex,1Story,344,1,Ex,Lvl,Gtl,822.09900096,Inside,19.2024,IR1,0,120,RL,616.0,BrkFace,,0,7,NridgHt,6.689018880000001,5,9,Y,0,,CompShg,Hip,Normal,244145.61024,WD,0,Pave,6,156.44871936,AllPub,45.9870048,2005,2005,2008
536,576,0,,3,TwnhsE,TA,No,129.0,232.0,Rec,BLQ,0.0,0.0,Gd,175.0,Y,Norm,Norm,SBrkr,0,TA,TA,CemntBd,CmentBd,,,0,CBlock,1,Typ,31.215421440000004,1.0,TA,Unf,TA,Attchd,1976.0,103.30818048,1,GasA,TA,2Story,345,1,TA,Lvl,Gtl,240.80467968000002,Inside,10.972800000000001,Reg,0,160,RM,0.0,None,,0,4,MeadowV,0.0,3,5,Y,0,,CompShg,Gable,Normal,78016.4544,WD,0,Pave,4,49.796029440000005,AllPub,16.90835328,1976,1976,2010
972,605,0,,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,972.0,Y,RRAn,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,,Gd,1,BrkTil,1,Typ,28.98574848,1.0,TA,Unf,TA,Detchd,1939.0,146.50809408,0,GasA,Gd,1.5Fin,346,1,Fa,Lvl,Gtl,597.8310624000001,Inside,19.812,Reg,0,50,RL,0.0,None,,0,10,BrkSide,0.0,5,6,Y,0,,CompShg,Gable,Normal,128681.257728,WD,0,Pave,6,90.30175488,AllPub,0.0,1939,1950,2006
958,0,0,,2,1Fam,TA,Mn,498.0,0.0,BLQ,Unf,0.0,0.0,TA,460.0,Y,Norm,Norm,SBrkr,0,Gd,TA,MetalSd,MetalSd,,,0,CBlock,1,Typ,27.963815040000004,1.0,TA,RFn,TA,Attchd,1960.0,89.00111232,0,GasA,TA,1Story,347,1,TA,Lvl,Gtl,1186.55762688,CulDSac,,IR1,0,20,RL,0.0,None,Gar2,15500,4,NAmes,0.0,8,6,Y,0,,CompShg,Hip,Normal,139052.85696,WD,0,Pave,5,89.00111232,AllPub,0.0,1960,1998,2007
1478,0,0,,3,1Fam,TA,No,1270.0,0.0,BLQ,Unf,1.0,0.0,TA,208.0,Y,Norm,Norm,FuseA,0,TA,TA,Wd Sdng,Wd Sdng,,Gd,2,CBlock,2,Typ,46.26571392,2.0,TA,Unf,TA,Attchd,1960.0,137.31069312,0,GasA,Ex,1Story,348,1,TA,Lvl,Gtl,1635.0935040000002,Inside,,IR1,0,20,RL,30.0,BrkFace,,0,12,NAmes,3.7161216,5,6,Y,0,,CompShg,Gable,Normal,144559.9008,WD,0,Pave,6,137.31069312,AllPub,0.0,1960,1960,2009
764,862,0,,2,Twnhs,TA,No,573.0,0.0,GLQ,Unf,1.0,0.0,Gd,191.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,Wd Shng,,,0,PConc,2,Typ,44.03604096,2.0,TA,RFn,TA,BuiltIn,2003.0,151.06034304000002,1,GasA,Ex,2Story,349,1,Gd,Lvl,Gtl,227.42664192,Inside,10.972800000000001,Reg,0,160,RL,106.0,Stone,,0,10,NridgHt,2.50838208,5,7,Y,0,,CompShg,Gable,Normal,141347.45856,WD,0,Pave,6,70.97792256000001,AllPub,0.0,2003,2004,2008
1848,880,0,,4,1Fam,TA,No,1410.0,0.0,GLQ,Unf,1.0,0.0,Ex,438.0,Y,Norm,Norm,SBrkr,0,TA,Ex,CemntBd,CmentBd,,Ex,2,PConc,2,Typ,65.58954624,3.0,TA,Fin,TA,Attchd,2006.0,253.43949312,1,GasA,Ex,2Story,350,1,Ex,Lvl,Gtl,1898.10201024,Inside,17.0688,IR2,0,60,RL,870.0,BrkFace,,0,4,NridgHt,0.0,5,9,Y,0,,CompShg,Hip,Partial,401237.70713856,New,0,Pave,10,171.68481792,AllPub,0.0,2005,2006,2006
1869,0,0,,2,TwnhsE,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Ex,1869.0,Y,Norm,Norm,SBrkr,0,TA,Ex,MetalSd,MetalSd,,Gd,1,PConc,2,Typ,57.32117568,2.0,TA,RFn,TA,Attchd,2007.0,173.63578176000001,0,GasA,Ex,1Story,351,1,Ex,Lvl,Gtl,726.5017728,Inside,20.7264,IR1,0,120,RL,362.0,BrkFace,,0,12,NridgHt,5.01676416,5,9,Y,0,,CompShg,Hip,Partial,291929.31179904,New,0,Pave,6,173.63578176000001,AllPub,19.5096384,2007,2007,2007
1453,0,0,,2,1Fam,TA,Gd,1082.0,0.0,GLQ,Unf,1.0,0.0,Gd,371.0,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,,TA,1,PConc,1,Typ,41.341852800000005,2.0,TA,RFn,TA,Attchd,1986.0,134.98811712,1,GasA,Gd,1Story,352,1,Gd,Low,Mod,489.69192384,Inside,,IR1,0,120,RL,0.0,None,,0,12,ClearCr,7.4322432,5,7,Y,0,,CompShg,Gable,Abnorml,174389.7216,WD,184,Pave,6,134.98811712,AllPub,0.0,1986,1986,2006
616,495,0,,3,1Fam,Fa,Mn,236.0,380.0,LwQ,Rec,0.0,1.0,TA,0.0,N,Artery,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,,,0,CBlock,1,Typ,18.580608,1.0,Fa,Unf,TA,Detchd,1941.0,103.21527744000001,0,GasA,TA,1.5Fin,353,1,TA,Lvl,Gtl,843.93121536,Inside,18.288,Reg,0,50,RL,0.0,None,,0,3,Edwards,0.0,6,5,Y,0,,CompShg,Gable,Normal,87194.8608,ConLw,0,Pave,5,57.22827264000001,AllPub,4.4593459200000005,1941,1950,2008
720,0,0,,2,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,624.0,Y,Norm,Norm,SBrkr,0,Gd,TA,VinylSd,VinylSd,,,0,BrkTil,1,Typ,44.96507136,2.0,TA,Unf,TA,Detchd,2005.0,66.8901888,0,GasA,Gd,1Story,354,1,TA,Lvl,Gtl,791.5339008000001,Inside,18.288,Reg,0,30,RM,0.0,None,,0,5,OldTown,0.0,8,6,Y,0,,CompShg,Gable,Normal,97199.323776,WD,0,Pave,5,57.97149696,AllPub,9.847722240000001,1928,2003,2010
1192,403,0,,2,1Fam,TA,No,388.0,0.0,LwQ,Unf,0.0,0.0,TA,552.0,Y,Norm,Norm,SBrkr,108,TA,TA,Wd Sdng,MetalSd,,Gd,2,CBlock,1,Typ,22.296729600000003,1.0,TA,Unf,TA,Attchd,1940.0,148.18034880000002,0,GasA,Ex,1.5Fin,355,1,TA,Bnk,Gtl,780.385536,Inside,18.288,Reg,0,50,RL,0.0,None,,0,6,SWISU,0.0,5,6,Y,0,,CompShg,Gable,Normal,128497.6896,WD,0,Pave,6,87.3288576,AllPub,0.0,1940,2000,2006
1200,0,0,,3,1Fam,Gd,No,334.0,544.0,ALQ,BLQ,1.0,0.0,Gd,322.0,Y,Norm,Norm,SBrkr,0,Gd,Gd,VinylSd,VinylSd,,,0,PConc,2,Typ,48.40248384,2.0,TA,RFn,TA,Attchd,1995.0,111.483648,0,GasA,Ex,1Story,356,1,Gd,Lvl,Gtl,1045.06629696,Inside,32.004000000000005,IR2,0,20,RL,0.0,None,,0,8,CollgCr,2.41547904,5,6,Y,0,,CompShg,Gable,Normal,162916.7136,WD,0,Pave,6,111.483648,AllPub,0.0,1995,1995,2007
1167,0,0,,3,1Fam,TA,No,560.0,0.0,GLQ,Unf,1.0,0.0,Gd,598.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,,,0,PConc,2,Typ,37.161216,2.0,TA,RFn,TA,Attchd,1992.0,108.41784768000001,0,GasA,Gd,1Story,357,1,Gd,Lvl,Gtl,859.1673139200001,Inside,,IR1,0,20,RL,106.0,BrkFace,,0,7,Gilbert,2.41547904,6,6,Y,0,,CompShg,Gable,Normal,158786.43072,WD,0,Pave,6,107.58172032,AllPub,11.148364800000001,1992,1992,2009
1142,0,0,,3,TwnhsE,TA,No,874.0,0.0,ALQ,Unf,1.0,0.0,Gd,268.0,Y,Norm,Norm,SBrkr,0,TA,TA,CemntBd,CmentBd,MnPrv,Po,1,PConc,1,Typ,49.05280512,2.0,TA,Fin,TA,Attchd,1976.0,106.09527168000001,1,GasA,TA,1Story,358,1,TA,Lvl,Gtl,392.42244096,Inside,13.411200000000001,Reg,0,120,RM,0.0,None,,0,8,MeadowV,8.3612736,5,5,Y,0,,CompShg,Gable,Normal,122990.64576,WD,0,Pave,6,106.09527168000001,AllPub,49.796029440000005,1976,1976,2007
1352,0,0,,3,1Fam,TA,Av,300.0,294.0,BLQ,Rec,0.0,1.0,TA,468.0,Y,Norm,Norm,FuseF,294,TA,TA,Wd Sdng,ImStucc,,,0,CBlock,1,Min2,26.756075520000003,1.0,TA,Unf,TA,BuiltIn,1958.0,125.60491008000001,0,GasA,Ex,SLvl,359,1,Gd,Lvl,Gtl,643.8180672000001,Inside,28.041600000000003,IR1,0,80,RL,120.0,BrkFace,,0,7,ClearCr,0.0,4,5,Y,0,,CompShg,Hip,Abnorml,119319.2832,WD,0,Pave,6,98.66302848000001,AllPub,15.607710720000002,1958,1958,2006
1086,838,0,,3,1Fam,TA,Av,956.0,0.0,GLQ,Unf,1.0,0.0,Gd,130.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,,TA,1,PConc,2,Typ,54.998599680000005,2.0,TA,RFn,TA,Attchd,1998.0,178.74544896,1,GasA,Ex,2Story,360,1,Gd,Lvl,Gtl,1115.85841344,CulDSac,23.7744,IR1,0,60,RL,530.0,BrkFace,,0,6,NoRidge,6.967728,5,8,Y,0,,CompShg,Gable,Normal,256995.3792,WD,374,Pave,7,100.89270144000001,AllPub,19.32383232,1998,1998,2006
912,0,0,,2,1Fam,TA,Av,773.0,0.0,GLQ,Unf,1.0,0.0,Gd,115.0,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,MnPrv,TA,1,CBlock,1,Typ,43.6644288,2.0,TA,RFn,TA,Attchd,1978.0,84.72757248,0,GasA,Ex,SFoyer,361,1,TA,Lvl,Gtl,700.4889216,CulDSac,,IR1,0,85,RL,0.0,None,,0,6,Mitchel,0.0,6,6,Y,0,,CompShg,Gable,Normal,143183.13984,WD,192,Pave,5,82.49789952,AllPub,0.0,1978,1978,2007
988,517,0,Pave,3,1Fam,TA,No,399.0,0.0,Rec,Unf,1.0,0.0,TA,484.0,Y,Norm,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,,,0,CBlock,1,Typ,22.296729600000003,1.0,TA,Unf,TA,Detchd,1940.0,139.81907520000001,0,GasA,Gd,1.5Fin,362,1,TA,Lvl,Gtl,849.50539776,Inside,,Reg,0,50,RL,0.0,None,,0,7,BrkSide,0.0,5,5,N,0,,CompShg,Gable,Normal,133086.8928,WD,0,Pave,8,82.03338432000001,AllPub,0.0,1940,1982,2008
495,1427,0,,4,1Fam,,,0.0,0.0,,,0.0,0.0,,0.0,Y,Norm,Norm,SBrkr,177,TA,Gd,HdBoard,HdBoard,,Ex,1,Slab,3,Typ,62.43084288000001,2.0,TA,RFn,TA,BuiltIn,2003.0,178.55964288,0,GasA,Ex,SFoyer,363,1,Gd,Lvl,Gtl,678.2850950400001,Corner,19.5072,Reg,0,85,RL,500.0,BrkFace,,0,7,Edwards,0.0,5,7,Y,0,,CompShg,Gable,Normal,182191.36703999998,ConLD,0,Pave,7,0.0,AllPub,0.0,2003,2003,2009
483,504,0,,2,Twnhs,TA,No,162.0,0.0,ALQ,Unf,0.0,0.0,TA,321.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,,,0,CBlock,1,Typ,24.52640256,1.0,TA,Unf,TA,Detchd,1972.0,91.69530048,1,GasA,Gd,2Story,364,1,Gd,Lvl,Gtl,156.0771072,Inside,6.4008,Reg,0,160,RM,510.0,BrkFace,,0,5,BrDale,0.0,8,6,Y,0,,CompShg,Gable,Normal,108305.19552,WD,0,Pave,5,44.87216832,AllPub,23.22576,1972,2007,2009
790,784,0,,3,1Fam,TA,Mn,712.0,0.0,GLQ,Unf,1.0,0.0,Gd,84.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,,TA,1,PConc,2,Typ,52.583120640000004,2.0,TA,Fin,TA,Attchd,1976.0,146.22938496,1,GasA,TA,2Story,365,1,TA,Lvl,Gtl,1746.577152,FR2,,IR1,0,60,RL,120.0,BrkFace,,0,7,NWAmes,10.31223744,5,6,Y,0,,CompShg,Gable,Normal,174389.7216,WD,0,Pave,6,73.95081984000001,AllPub,28.42833024,1976,1976,2006
672,672,0,,3,1Fam,Fa,No,456.0,0.0,Rec,Unf,0.0,0.0,TA,216.0,Y,Norm,Norm,FuseA,218,Gd,TA,VinylSd,VinylSd,,,0,CBlock,1,Typ,43.478622720000004,1.0,Fa,Unf,TA,Detchd,1964.0,124.86168576000001,0,GasA,Gd,2Story,366,1,TA,Lvl,Gtl,993.1334976,Inside,17.9832,Reg,0,70,RM,0.0,None,,0,7,IDOTRR,11.89158912,7,5,Y,0,,CompShg,Hip,Normal,134922.57408,WD,0,Pave,6,62.43084288000001,AllPub,0.0,1920,1997,2009
1394,0,0,,3,1Fam,TA,No,609.0,0.0,BLQ,Unf,1.0,0.0,Gd,785.0,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Plywood,,Gd,2,CBlock,1,Typ,47.75216256,2.0,TA,RFn,TA,Attchd,1963.0,129.50683776,1,GasA,Gd,1Story,367,1,TA,Lvl,Gtl,882.57888,Inside,,IR1,0,20,RL,247.0,BrkFace,,0,7,NAmes,7.0606310400000005,5,6,Y,0,,CompShg,Gable,Normal,145936.66176,WD,185,Pave,6,129.50683776,AllPub,0.0,1963,1963,2009
1431,0,0,,3,1Fam,TA,Gd,371.0,0.0,GLQ,Unf,0.0,1.0,Gd,728.0,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Plywood,,Gd,1,CBlock,1,Typ,27.499299840000003,1.0,TA,RFn,TA,Basment,1962.0,132.94425024,0,GasA,Gd,SLvl,368,1,TA,Lvl,Gtl,850.0628160000001,Corner,30.7848,IR1,0,80,RL,305.0,BrkFace,,0,12,NAmes,10.219334400000001,5,6,Y,0,,Tar&Grv,Gable,Normal,151443.7056,WD,0,Pave,6,102.10044096,AllPub,5.94579456,1962,1962,2008
1268,0,0,,2,1Fam,TA,No,540.0,0.0,LwQ,Unf,0.0,0.0,TA,728.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,,Gd,1,PConc,1,Typ,22.66834176,1.0,TA,Fin,TA,Attchd,1954.0,117.80105472000001,0,GasA,Gd,1Story,369,1,TA,Lvl,Gtl,724.643712,Inside,23.7744,Reg,0,20,RL,200.0,BrkFace,,0,3,NAmes,9.10449792,6,5,Y,0,,CompShg,Gable,Normal,121154.96448,WD,0,Pave,7,117.80105472000001,AllPub,0.0,1954,1954,2010
1287,0,0,,3,1Fam,TA,No,72.0,258.0,ALQ,Rec,1.0,0.0,TA,733.0,Y,Norm,Norm,SBrkr,0,Gd,TA,Wd Sdng,Wd Sdng,,Gd,1,CBlock,1,Typ,53.512151040000006,2.0,TA,Fin,TA,Detchd,1997.0,119.56621248,0,GasA,Ex,1Story,370,1,Gd,Lvl,Gtl,913.2368832000001,Corner,,IR1,0,20,RL,0.0,None,,0,3,NAmes,1.57935168,7,5,Y,0,,CompShg,Gable,Normal,148690.18368,WD,182,Pave,7,98.75593152,AllPub,33.81670656,1959,2006,2010
