superficieEtage1,superficieEtage2,superficieRallonge3Saisons,typeAlleeAcces,nbChambres,typeBatiment,conditionSousSol,expositionSousSol,superficieFinieSousSol1,superficieFinieSousSol2,qualiteSurfaceFinieSousSol1,qualiteSurfaceFinieSousSol2,nbSallesBainSs,nbDemiSallesBainSs,qualiteSousSol,superficieSousSolNonAmenagee,climatisation,proxRoute1,proxRoute2,systElectrique,superficiePorcheFerme,conditionExterieur,qualiteExterieur,materiauExterieur1,materiauExterieur2,cloture,qualiteCheminee,nbCheminees,fondation,nbSallesBain,fonctionnalites,superficieGarage,nbPlacesVoiture,conditionGarage,interieurGarage,qualiteGarage,typeGarage,anneeConstrGarage,superficieHabitableSaufSs,nbDemiSallesBain,chauffage,qualiteChauffage,styleBatiment,id,nbCuisines,qualiteCuisine,contourTerrain,penteTerrain,superficieTerrain,configTerrain,longTerrainRue,formeTerrain,superficieQualiteInferieure,typeClasseBatiment,zonage,superficiePlacageMaconnerie,typePlacageMaconnerie,elementsDivers,valeursElementsDivers,moisVente,quartier,superficiePorcheOuvert,conditionGlobale,qualiteGlobale,alleePavee,superficiePiscine,qualitePiscine,materiauToit,styleToit,conditionVente,prix,typeVente,superficieSolarium,typeRouteAcces,nbPieces,superficieTotaleSousSol,utilites,superficieTerrasseBois,anneeConstruction,anneeRenovation,anneeVente
933,975,0,No alley access,4,1Fam,TA,No,642.0,0.0,GLQ,Unf,1.0,0.0,Gd,273.0,Y,Norm,Norm,SBrkr,0,Gd,Gd,VinylSd,VinylSd,No Fence,TA,1,PConc,2,Typ,493.0,2.0,TA,Unf,TA,Attchd,1994.0,1908.0,1,GasA,Ex,2Story,445,1,Gd,Lvl,Gtl,8750.0,Inside,69.99999999999999,Reg,0,60,RL,0.0,None,No Miscellaneous feature,0,7,CollgCr,133.0,5,7,Y,0,No Pool,CompShg,Gable,Normal,210000.0,WD,0,Pave,8,915.0,AllPub,144.0,1994,1995,2008
1689,0,0,No alley access,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,1436.0,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,MnPrv,Gd,1,CBlock,1,Typ,480.0,2.0,TA,Unf,TA,Attchd,1956.0,1689.0,0,GasA,Fa,1Story,446,1,TA,Lvl,Gtl,9855.0,Corner,73.0,Reg,0,20,RL,0.0,None,No Miscellaneous feature,0,11,Edwards,0.0,5,6,Y,0,No Pool,CompShg,Hip,Normal,127500.0,COD,0,Pave,7,1435.9999999999998,AllPub,0.0,1956,1956,2009
1888,0,0,No alley access,2,1Fam,TA,No,247.0,713.0,ALQ,Rec,0.0,0.0,TA,557.0,Y,PosA,Norm,SBrkr,0,TA,Gd,BrkFace,Plywood,No Fence,Gd,1,CBlock,2,Mod,578.0,2.0,TA,Fin,TA,Attchd,1966.0,1888.0,1,GasA,Ex,1Story,447,1,Gd,Lvl,Gtl,16492.0,Corner,136.99999999999997,IR1,0,20,RL,0.0,None,No Miscellaneous feature,0,6,NAmes,0.0,6,6,Y,0,No Pool,CompShg,Gable,Normal,190000.0,WD,0,Pave,6,1517.0000000000002,AllPub,0.0,1966,2002,2010
956,930,0,No alley access,4,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,930.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,No Fence,TA,1,PConc,2,Typ,431.0,2.0,TA,Fin,TA,Attchd,1998.0,1886.0,1,GasA,Gd,2Story,448,1,Gd,Lvl,Gtl,11213.999999999998,Corner,69.02272727272727,IR1,0,60,RL,0.0,None,No Miscellaneous feature,0,7,Gilbert,0.0,5,7,Y,0,No Pool,CompShg,Gable,Normal,199900.0,WD,0,Pave,10,930.0,AllPub,89.0,1998,1999,2006
780,596,0,No alley access,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,780.0,Y,Norm,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,No Fence,Gd,1,BrkTil,2,Typ,198.00000000000003,1.0,TA,Unf,TA,Detchd,1937.0,1376.0,0,GasA,TA,1.5Fin,449,1,TA,Bnk,Gtl,8600.0,Inside,50.0,Reg,0,50,RM,0.0,None,No Miscellaneous feature,0,6,IDOTRR,0.0,6,6,N,0,No Pool,CompShg,Gable,Normal,119500.0,WD,0,Pave,7,780.0,AllPub,0.0,1937,1950,2006
679,504,0,No alley access,2,1Fam,TA,No,331.0,0.0,ALQ,Unf,0.0,0.0,TA,318.0,Y,Norm,Norm,SBrkr,0,Gd,TA,MetalSd,MetalSd,No Fence,No Fireplace,0,CBlock,1,Typ,308.0,1.0,TA,Unf,TA,Detchd,1981.0,1183.0,1,GasA,Ex,1.5Fin,450,1,TA,Lvl,Gtl,6000.000000000001,Inside,50.0,Reg,0,50,RM,0.0,None,No Miscellaneous feature,0,6,OldTown,175.99999999999997,7,3,Y,0,No Pool,CompShg,Gable,Normal,120000.0,WD,0,Pave,6,649.0,AllPub,0.0,1948,2002,2007
813,0,0,No alley access,2,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,813.0,Y,Norm,Norm,FuseA,0,TA,TA,Wd Sdng,Wd Sdng,No Fence,No Fireplace,0,BrkTil,1,Typ,270.0,1.0,Fa,Unf,Fa,Detchd,1932.0,813.0000000000001,0,GasA,Ex,1Story,451,1,Gd,Lvl,Gtl,5684.0,Inside,69.99999999999999,Reg,0,30,RM,0.0,None,No Miscellaneous feature,0,6,OldTown,112.99999999999999,8,6,N,0,No Pool,CompShg,Hip,Normal,110000.00000000001,WD,0,Pave,5,813.0000000000001,AllPub,0.0,1930,2005,2006
1533,0,0,No alley access,2,1Fam,TA,Gd,655.0,0.0,ALQ,Unf,1.0,0.0,Gd,878.0,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Plywood,No Fence,TA,2,CBlock,2,Typ,576.0,2.0,TA,Unf,TA,Attchd,1975.0,1532.9999999999998,0,GasA,TA,1Story,452,1,Gd,Low,Mod,70761.0,Inside,62.0,IR1,0,20,RL,0.0,None,No Miscellaneous feature,0,12,ClearCr,54.0,5,7,Y,0,No Pool,WdShngl,Gable,Normal,280000.0,WD,0,Pave,5,1532.9999999999998,AllPub,200.0,1975,1975,2006
888,868,0,No alley access,3,1Fam,TA,No,742.0,0.0,ALQ,Unf,1.0,0.0,Ex,130.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,No Fence,No Fireplace,0,PConc,2,Typ,421.99999999999994,2.0,TA,Fin,TA,Attchd,1996.0,1756.0,1,GasA,Ex,2Story,453,1,TA,Lvl,Gtl,9303.0,Corner,69.02272727272727,IR1,0,60,RL,42.0,BrkFace,No Miscellaneous feature,0,7,Timber,122.0,5,6,Y,0,No Pool,CompShg,Hip,Normal,204000.0,WD,0,Pave,7,872.0000000000001,AllPub,144.0,1996,1997,2007
786,804,0,No alley access,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,768.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,No Fence,No Fireplace,0,PConc,2,Typ,676.0,2.0,TA,RFn,TA,Attchd,2008.0,1589.9999999999998,1,GasA,Ex,2Story,454,1,Gd,Lvl,Gtl,9000.0,Inside,75.0,Reg,0,60,FV,0.0,None,No Miscellaneous feature,0,6,Somerst,30.0,5,8,Y,0,No Pool,CompShg,Gable,Normal,210000.0,WD,0,Pave,6,768.0,AllPub,0.0,2008,2008,2009
1728,0,0,No alley access,4,Duplex,TA,No,1606.0,0.0,ALQ,Unf,2.0,0.0,TA,122.0,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Plywood,No Fence,No Fireplace,0,CBlock,2,Typ,560.0,2.0,TA,Unf,TA,Detchd,1976.0,1728.0,0,GasA,TA,1Story,455,2,TA,Lvl,Gtl,9297.0,Inside,63.0,Reg,0,90,RL,0.0,None,No Miscellaneous feature,0,7,Mitchel,0.0,5,5,Y,0,No Pool,CompShg,Gable,Family,188000.0,WD,0,Pave,8,1728.0,AllPub,0.0,1976,1976,2006
1242,0,0,No alley access,3,1Fam,TA,No,916.0,0.0,ALQ,Unf,0.0,0.0,TA,326.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,No Fence,TA,1,CBlock,1,Typ,528.0,2.0,TA,Unf,TA,Attchd,1973.0,1242.0,1,GasA,Fa,1Story,456,1,TA,Lvl,Gtl,9600.0,Inside,80.0,Reg,0,20,RL,320.0,BrkFace,No Miscellaneous feature,0,9,NWAmes,0.0,6,7,Y,0,No Pool,CompShg,Hip,Normal,175500.0,WD,0,Pave,6,1242.0,AllPub,0.0,1973,1973,2007
624,720,0,Grvl,4,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,624.0,N,Norm,Norm,SBrkr,96,TA,TA,AsbShng,AsbShng,No Fence,No Fireplace,0,BrkTil,1,Typ,513.0,3.0,Fa,Unf,Fa,Detchd,1916.0,1344.0,0,GasA,Fa,2Story,457,1,TA,Lvl,Gtl,4571.0,Inside,34.0,Reg,0,70,RM,0.0,None,No Miscellaneous feature,0,5,OldTown,0.0,5,5,Y,0,No Pool,CompShg,Gable,Abnorml,98000.0,COD,0,Pave,7,624.0,AllPub,0.0,1916,1950,2008
1663,0,0,No alley access,2,1Fam,TA,Gd,1116.0,0.0,BLQ,Unf,1.0,0.0,Gd,248.0,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Plywood,No Fence,Gd,2,CBlock,1,Min1,529.0,2.0,TA,Fin,TA,Attchd,1954.0,1662.9999999999998,0,GasA,Ex,1Story,458,1,Gd,Low,Mod,53227.00000000001,CulDSac,69.02272727272727,IR1,0,20,RL,0.0,None,No Miscellaneous feature,0,3,ClearCr,137.0,6,4,Y,0,No Pool,Tar&Grv,Flat,Normal,256000.0,WD,0,Pave,6,1364.0,AllPub,223.99999999999997,1954,1994,2008
833,833,0,Grvl,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,588.0,Y,Norm,Norm,SBrkr,0,Gd,TA,Stucco,Wd Shng,MnPrv,Gd,1,PConc,1,Typ,228.0,1.0,TA,Unf,TA,Detchd,1925.0,1666.0,0,GasA,Fa,2Story,459,1,Gd,Lvl,Gtl,5099.999999999999,Inside,69.02272727272727,Reg,0,70,RM,0.0,None,No Miscellaneous feature,0,6,OldTown,62.99999999999999,7,8,Y,0,No Pool,CompShg,Hip,Normal,161000.0,WD,0,Pave,7,588.0,AllPub,192.0,1925,1996,2008
979,224,0,No alley access,3,1Fam,TA,No,185.0,0.0,LwQ,Unf,1.0,0.0,TA,524.0,Y,Norm,Norm,SBrkr,248,TA,TA,MetalSd,MetalSd,No Fence,TA,1,CBlock,1,Typ,351.99999999999994,1.0,TA,Unf,TA,Detchd,1950.0,1203.0,0,GasA,TA,1.5Fin,460,1,Gd,Bnk,Gtl,7015.0,Corner,69.02272727272727,IR1,0,50,RL,161.0,BrkCmn,No Miscellaneous feature,0,7,BrkSide,0.0,4,5,Y,0,No Pool,CompShg,Gable,Normal,110000.00000000001,WD,0,Pave,5,709.0,AllPub,0.0,1950,1950,2009
832,1103,0,No alley access,3,1Fam,TA,No,544.0,0.0,GLQ,Unf,1.0,0.0,Gd,288.0,Y,RRAn,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,No Fence,No Fireplace,0,PConc,2,Typ,551.9999999999999,2.0,TA,Fin,TA,BuiltIn,2009.0,1935.0,1,GasA,Ex,2Story,461,1,TA,Lvl,Gtl,8004.0,Inside,75.0,IR1,0,60,FV,110.0,Stone,No Miscellaneous feature,0,12,Somerst,150.0,5,8,Y,0,No Pool,CompShg,Gable,Partial,263435.0,New,0,Pave,8,832.0,AllPub,0.0,2009,2009,2009
575,560,0,No alley access,3,1Fam,Gd,No,350.0,210.0,ALQ,BLQ,1.0,0.0,Gd,0.0,Y,Feedr,Norm,SBrkr,0,Gd,Gd,Wd Sdng,Wd Sdng,MnPrv,No Fireplace,0,PConc,1,Typ,576.0,2.0,TA,RFn,TA,Detchd,1971.0,1134.9999999999998,0,GasA,Ex,2Story,462,1,Gd,Lvl,Gtl,7200.000000000001,Inside,60.0,Reg,0,70,RL,0.0,None,No Miscellaneous feature,0,4,SWISU,0.0,9,7,Y,0,No Pool,CompShg,Gable,Normal,155000.0,WD,0,Pave,6,560.0,AllPub,256.0,1936,2007,2009
864,0,0,No alley access,3,1Fam,TA,No,553.0,311.0,Rec,BLQ,0.0,0.0,TA,0.0,Y,Norm,Norm,SBrkr,236,TA,TA,MetalSd,MetalSd,GdWo,Po,1,CBlock,1,Typ,360.0,1.0,TA,Unf,TA,Detchd,1965.0,864.0,0,GasA,Gd,1Story,463,1,TA,Lvl,Gtl,8281.0,Inside,60.0,IR1,0,20,RL,0.0,None,No Miscellaneous feature,0,12,Sawyer,0.0,5,5,Y,0,No Pool,CompShg,Gable,Normal,62383.0,WD,0,Pave,5,864.0,AllPub,0.0,1965,1965,2009
849,811,0,No alley access,3,1Fam,TA,No,326.0,0.0,LwQ,Unf,0.0,0.0,TA,389.0,Y,Norm,Norm,FuseA,0,TA,TA,Stucco,Stucco,No Fence,Gd,1,CBlock,1,Typ,240.0,1.0,TA,Unf,TA,Detchd,1939.0,1659.9999999999998,1,GasA,Fa,2Story,464,1,TA,HLS,Mod,11988.0,Inside,74.0,IR1,0,70,RL,0.0,None,No Miscellaneous feature,0,8,Crawfor,0.0,7,6,Y,0,No Pool,CompShg,Hip,Normal,188700.0,WD,0,Pave,6,715.0000000000001,AllPub,0.0,1934,1995,2008
1040,0,0,No alley access,3,1Fam,TA,No,616.0,0.0,Rec,Unf,0.0,0.0,Gd,424.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,No Fence,No Fireplace,0,CBlock,2,Typ,0.0,0.0,No Garage,No Garage,No Garage,No Garage,0.0,1040.0,0,GasA,TA,1Story,465,1,TA,HLS,Mod,8430.0,Inside,60.0,Reg,0,20,RL,136.0,BrkFace,No Miscellaneous feature,0,8,CollgCr,0.0,5,5,Y,0,No Pool,CompShg,Gable,Normal,124000.00000000001,WD,0,Pave,5,1040.0,AllPub,0.0,1978,1978,2009
1414,0,0,No alley access,2,TwnhsE,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,1375.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,No Fence,TA,1,PConc,2,Typ,397.99999999999994,2.0,TA,Fin,TA,Attchd,2004.0,1414.0,0,GasA,Ex,1Story,466,1,Gd,Lvl,Gtl,3072.0,Inside,69.02272727272727,Reg,0,120,RM,18.0,BrkFace,No Miscellaneous feature,0,5,Blmngtn,20.0,5,7,Y,0,No Pool,CompShg,Hip,Normal,178740.0,WD,0,Pave,6,1375.0,AllPub,144.0,2004,2004,2006
1277,0,0,No alley access,2,1Fam,Gd,Gd,778.0,0.0,GLQ,Unf,1.0,0.0,TA,499.0,Y,Norm,Norm,SBrkr,0,Gd,TA,Plywood,Plywood,GdWo,Po,1,CBlock,1,Typ,526.0,2.0,TA,Unf,TA,Attchd,1970.0,1277.0,0,GasA,TA,1Story,467,1,TA,Lvl,Gtl,10628.0,Inside,85.0,Reg,0,20,RL,0.0,None,No Miscellaneous feature,0,4,NAmes,0.0,5,7,Y,0,No Pool,Tar&Grv,Flat,Normal,167000.0,WD,176,Pave,5,1277.0,AllPub,0.0,1970,1970,2007
888,756,0,No alley access,3,1Fam,TA,No,386.0,0.0,LwQ,Unf,0.0,0.0,TA,342.0,Y,Artery,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,No Fence,Gd,2,CBlock,1,Typ,312.0,1.0,TA,Unf,TA,Attchd,1942.0,1644.0,1,GasA,Ex,2Story,468,1,Gd,Lvl,Gtl,9480.0,Inside,79.0,Reg,0,70,RL,224.0,Stone,No Miscellaneous feature,0,6,NAmes,0.0,7,5,Y,0,No Pool,CompShg,Gable,Normal,146500.0,WD,0,Pave,7,728.0,AllPub,168.0,1942,1995,2007
1634,0,0,No alley access,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,1626.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,No Fence,Gd,1,PConc,2,Typ,866.0,3.0,TA,RFn,TA,Attchd,2006.0,1634.0,0,GasA,Ex,1Story,469,1,Gd,Lvl,Gtl,11428.0,Inside,98.0,IR1,0,20,RL,248.0,Stone,No Miscellaneous feature,0,5,NridgHt,43.99999999999999,5,8,Y,0,No Pool,CompShg,Gable,Normal,250000.0,WD,0,Pave,7,1626.0000000000002,AllPub,0.0,2006,2006,2007
832,878,0,No alley access,3,1Fam,TA,No,426.0,0.0,GLQ,Unf,0.0,0.0,Gd,406.0,Y,RRNe,Norm,SBrkr,0,TA,Gd,HdBoard,HdBoard,No Fence,No Fireplace,0,PConc,2,Typ,506.00000000000006,2.0,TA,RFn,TA,Attchd,1993.0,1710.0,1,GasA,Ex,2Story,470,1,Gd,Lvl,Gtl,9291.0,Corner,76.0,IR1,0,60,RL,120.0,BrkFace,No Miscellaneous feature,0,6,SawyerW,70.0,5,6,Y,0,No Pool,CompShg,Gable,Normal,187000.0,WD,0,Pave,7,832.0,AllPub,144.0,1993,1993,2008
1502,0,0,No alley access,1,TwnhsE,TA,Av,368.0,1120.0,GLQ,BLQ,1.0,0.0,Gd,0.0,Y,Norm,Norm,SBrkr,0,TA,Gd,HdBoard,HdBoard,No Fence,No Fireplace,0,PConc,1,Typ,528.0,2.0,TA,RFn,TA,Attchd,1985.0,1502.0,1,GasA,TA,1Story,471,1,Gd,Lvl,Gtl,6819.999999999999,Corner,69.02272727272727,IR1,0,120,RL,0.0,None,No Miscellaneous feature,0,6,StoneBr,54.0,5,8,Y,0,No Pool,CompShg,Gable,Normal,212000.0,WD,140,Pave,4,1488.0,AllPub,0.0,1985,1985,2010
1161,808,0,No alley access,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,808.0,Y,PosA,Norm,SBrkr,0,TA,TA,WdShing,Plywood,No Fence,Gd,1,CBlock,2,Typ,534.0,2.0,TA,RFn,TA,Attchd,1977.0,1969.0,1,GasA,TA,2Story,472,1,TA,Lvl,Gtl,11951.999999999998,Inside,92.0,Reg,0,60,RL,0.0,None,No Miscellaneous feature,0,11,NWAmes,0.0,6,7,Y,0,No Pool,WdShake,Mansard,Normal,190000.0,WD,276,Pave,8,808.0,AllPub,0.0,1977,1977,2007
1072,0,0,No alley access,2,TwnhsE,TA,Gd,459.0,0.0,GLQ,Unf,1.0,0.0,Gd,88.0,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,No Fence,No Fireplace,0,PConc,1,Typ,525.0,2.0,TA,RFn,TA,Basment,2005.0,1072.0,0,GasA,Ex,SLvl,473,1,TA,Lvl,Gtl,3675.0,Inside,34.99999999999999,Reg,0,180,RM,80.0,BrkFace,No Miscellaneous feature,0,6,Edwards,27.999999999999996,5,6,Y,0,No Pool,CompShg,Gable,Normal,148000.0,WD,0,Pave,5,547.0,AllPub,0.0,2005,2005,2008
1976,0,0,No alley access,2,1Fam,TA,Gd,1350.0,0.0,GLQ,Unf,1.0,0.0,Ex,626.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,No Fence,Ex,1,PConc,2,Typ,908.0,3.0,TA,RFn,TA,Attchd,2006.0,1975.9999999999998,0,GasA,Ex,1Story,474,1,Gd,Lvl,Gtl,14976.999999999998,Inside,109.99999999999999,IR1,0,20,RL,304.0,BrkFace,No Miscellaneous feature,0,7,NridgHt,62.99999999999999,5,8,Y,0,No Pool,CompShg,Gable,Partial,440000.00000000006,New,0,Pave,7,1975.9999999999998,AllPub,250.0,2006,2007,2007
1652,0,0,No alley access,2,TwnhsE,TA,Av,1196.0,0.0,GLQ,Unf,1.0,0.0,Gd,298.0,Y,Norm,Norm,SBrkr,0,TA,Gd,CemntBd,CmentBd,No Fence,No Fireplace,0,PConc,2,Typ,499.00000000000006,2.0,TA,RFn,TA,Attchd,2000.0,1652.0,0,GasA,Ex,1Story,475,1,Ex,Lvl,Gtl,5330.000000000001,Inside,41.0,Reg,0,120,RL,0.0,None,No Miscellaneous feature,0,8,StoneBr,48.0,5,8,Y,0,No Pool,CompShg,Gable,Normal,251000.00000000003,WD,0,Pave,6,1494.0,AllPub,96.0,2000,2000,2007
970,0,0,No alley access,2,1Fam,TA,No,630.0,0.0,GLQ,Unf,1.0,0.0,TA,340.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,No Fence,No Fireplace,0,CBlock,1,Typ,624.0,2.0,TA,Unf,TA,Detchd,1996.0,969.9999999999999,0,GasA,TA,1Story,476,1,TA,Lvl,Gtl,8480.0,Corner,80.0,Reg,0,20,RL,0.0,None,No Miscellaneous feature,0,7,Sawyer,24.0,6,5,Y,0,No Pool,CompShg,Hip,Normal,132500.0,WD,192,Pave,5,969.9999999999999,AllPub,0.0,1963,1963,2007
1493,0,0,No alley access,3,1Fam,TA,Gd,994.0,0.0,GLQ,Unf,1.0,0.0,Gd,484.0,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,No Fence,TA,1,PConc,2,Typ,508.0,2.0,TA,Fin,TA,Attchd,1997.0,1493.0,0,GasA,Ex,1Story,477,1,Gd,Lvl,Mod,13124.999999999998,Inside,75.0,Reg,0,20,RL,215.0,BrkFace,No Miscellaneous feature,0,4,CollgCr,39.0,5,6,Y,0,No Pool,CompShg,Gable,Normal,208900.0,WD,0,Pave,7,1477.9999999999998,AllPub,140.0,1997,1998,2008
2069,574,0,No alley access,3,1Fam,TA,Av,0.0,0.0,Unf,Unf,0.0,0.0,Gd,2153.0,Y,Norm,Norm,SBrkr,0,TA,Ex,VinylSd,VinylSd,No Fence,Gd,1,PConc,2,Typ,694.0000000000001,3.0,TA,Fin,TA,BuiltIn,2006.0,2643.0,1,GasA,Ex,2Story,478,1,Ex,Lvl,Gtl,13693.0,Inside,105.00000000000001,Reg,0,60,RL,772.0,BrkFace,No Miscellaneous feature,0,3,NridgHt,84.0,5,9,Y,0,No Pool,CompShg,Hip,Normal,380000.0,WD,0,Pave,9,2153.0,AllPub,414.0,2006,2006,2007
1718,0,0,No alley access,3,1Fam,TA,Gd,1288.0,0.0,GLQ,Unf,1.0,0.0,Ex,417.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,No Fence,Gd,1,PConc,2,Typ,826.0,3.0,TA,RFn,TA,Attchd,2007.0,1718.0,0,GasA,Ex,1Story,479,1,Gd,Lvl,Gtl,10636.999999999998,Inside,79.0,Reg,0,20,RL,336.0,Stone,No Miscellaneous feature,0,9,CollgCr,43.99999999999999,5,8,Y,0,No Pool,CompShg,Hip,Normal,297000.0,WD,0,Pave,7,1704.9999999999998,AllPub,208.0,2007,2008,2009
1131,0,0,No alley access,2,1Fam,TA,No,168.0,0.0,Rec,Unf,0.0,0.0,Fa,739.0,Y,Norm,Norm,SBrkr,0,TA,TA,Stucco,Stucco,MnPrv,No Fireplace,0,BrkTil,1,Typ,672.0,2.0,TA,Unf,TA,Detchd,1995.0,1131.0,0,GasA,TA,1Story,480,1,TA,Bnk,Gtl,5925.0,Inside,50.0,Reg,0,30,RM,435.0,BrkCmn,No Miscellaneous feature,0,3,OldTown,72.0,7,4,Y,0,No Pool,CompShg,Hip,Alloca,89471.0,WD,0,Pave,7,907.0000000000001,AllPub,0.0,1937,2000,2007
1850,0,0,No alley access,3,1Fam,TA,Gd,1261.0,0.0,GLQ,Unf,1.0,0.0,Ex,572.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,No Fence,Gd,1,PConc,2,Typ,772.0,3.0,TA,Fin,TA,Attchd,2004.0,1850.0,0,GasA,Ex,1Story,481,1,Gd,Lvl,Gtl,16033.0,FR2,98.0,IR1,0,20,RL,378.0,BrkFace,No Miscellaneous feature,0,3,NridgHt,111.99999999999999,5,9,Y,0,No Pool,CompShg,Hip,Normal,326000.0,WD,0,Pave,8,1833.0,AllPub,519.0,2004,2005,2006
1792,0,0,No alley access,2,1Fam,TA,Gd,1567.0,0.0,GLQ,Unf,1.0,0.0,Ex,225.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,No Fence,Gd,1,PConc,2,Typ,874.0,3.0,TA,Fin,TA,Attchd,2003.0,1791.9999999999998,0,GasA,Ex,1Story,482,1,Ex,HLS,Gtl,11845.999999999998,Inside,71.99999999999999,IR1,0,20,RL,562.0,BrkFace,No Miscellaneous feature,0,8,NridgHt,49.0,5,9,Y,0,No Pool,CompShg,Hip,Normal,374000.0,WD,0,Pave,6,1791.9999999999998,AllPub,205.99999999999997,2003,2004,2006
916,910,0,Pave,4,1Fam,TA,No,299.0,0.0,ALQ,Unf,1.0,0.0,TA,611.0,Y,Norm,Norm,SBrkr,0,TA,Gd,Stucco,Stucco,No Fence,Gd,1,PConc,1,Min2,164.0,1.0,Fa,Unf,Fa,Attchd,1915.0,1826.0,1,GasA,Ex,2Story,483,1,Ex,Lvl,Gtl,2500.0,Corner,50.0,Reg,0,70,RM,0.0,None,No Miscellaneous feature,0,6,OldTown,0.0,8,7,Y,0,No Pool,CompShg,Gable,Normal,155000.0,WD,0,Pave,7,909.9999999999999,AllPub,0.0,1915,2005,2009
1216,0,0,No alley access,2,Twnhs,TA,No,897.0,0.0,GLQ,Unf,1.0,0.0,Ex,319.0,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,No Fence,No Fireplace,0,PConc,2,Typ,402.0,2.0,TA,Unf,TA,Attchd,1998.0,1215.9999999999998,0,GasA,Ex,1Story,484,1,TA,Lvl,Gtl,4499.999999999999,FR2,32.0,Reg,0,120,RM,116.0,BrkFace,No Miscellaneous feature,0,5,Mitchel,125.0,5,6,Y,0,No Pool,CompShg,Hip,Normal,164000.0,WD,0,Pave,5,1215.9999999999998,AllPub,0.0,1998,1998,2006
999,0,0,No alley access,3,1Fam,TA,No,588.0,0.0,ALQ,Unf,1.0,0.0,TA,411.0,Y,Norm,Norm,SBrkr,0,Gd,TA,HdBoard,Plywood,No Fence,No Fireplace,0,CBlock,1,Typ,264.0,1.0,TA,Unf,TA,Detchd,1963.0,998.9999999999999,0,GasA,Gd,1Story,485,1,Gd,Lvl,Gtl,7758.0,Corner,69.02272727272727,IR1,0,20,RL,0.0,None,No Miscellaneous feature,0,3,Sawyer,132.0,7,5,Y,0,No Pool,CompShg,Gable,Normal,132500.0,WD,0,Pave,6,998.9999999999999,AllPub,0.0,1962,2001,2007
1113,0,0,No alley access,3,1Fam,TA,No,607.0,0.0,ALQ,Unf,0.0,0.0,TA,506.0,Y,Norm,Norm,SBrkr,120,TA,Gd,MetalSd,MetalSd,No Fence,Gd,1,CBlock,1,Typ,264.0,1.0,TA,Unf,TA,Attchd,1950.0,1113.0,0,GasA,Gd,1Story,486,1,Gd,Lvl,Gtl,9600.0,Inside,80.0,Reg,0,20,RL,0.0,None,No Miscellaneous feature,0,7,NAmes,80.0,7,5,Y,0,No Pool,CompShg,Gable,Normal,147000.0,WD,0,Pave,5,1113.0,AllPub,0.0,1950,2007,2009
